dataset,fold,seed,level,stage,n_trials,V5_base,trend_strength,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,4,2039,0.5,V3,18,V3,0.0,87.8106094825122,0.8607699471342699,27.704933781507094,10.813149668402453,45.572916666666664,3,1.1025564645810848
VisualCogA_Task-1,4,2039,0.5,V4,18,V3,0.0,33.49073546710636,0.3282953935452426,14.785665273846387,5.580058015021909,31.25,4,0.4554631067231968
VisualCogA_Task-1,4,2039,0.5,V5,18,V3,0.0,87.8106094825122,0.8607699471342699,27.704933781507094,10.813149668402453,45.572916666666664,3,1.1025564645810848
VisualCogA_Task-1,4,2039,1.0,预处理,18,V3,0.0,42.317240848931704,0.41481786065563475,34.601574578952004,8.64766453442916,78.125,4,0.6691794649800782
VisualCogA_Task-1,4,2039,1.0,V3,18,V3,0.0,88.825315580259,0.8707166781643999,30.211929085197475,10.8322278217732,119.53125,5,1.1249777133834462
VisualCogA_Task-1,4,2039,1.0,V4,18,V3,0.0,40.32097479912987,0.39524931612234493,26.183003148421882,7.398663189845191,53.7109375,4,0.5961056607562085
VisualCogA_Task-1,4,2039,1.0,V5,18,V3,0.0,88.825315580259,0.8707166781643999,30.211929085197475,10.8322278217732,119.53125,5,1.1249777133834462
VisualCogA_Task-1,4,2039,2.0,预处理,18,V3,0.0,83.65377738752338,0.8200222952988484,67.69940921992594,15.545911690669087,83.0078125,4,1.3042264510646433
VisualCogA_Task-1,4,2039,2.0,V3,18,V3,0.0,89.49103542334984,0.8772424458082022,32.92146436556115,12.33054711709898,41.9921875,4,1.1594710752065767
VisualCogA_Task-1,4,2039,2.0,V4,18,V3,0.0,57.600111012011084,0.5646293176066723,48.05699517094244,13.82799751737965,62.5,4,0.9357203905465459
VisualCogA_Task-1,4,2039,2.0,V5,18,V3,0.0,89.49103542334984,0.8772424458082022,32.92146436556115,12.33054711709898,41.9921875,4,1.1594710752065767
VisualCogA_Task-1,4,2053,0.0,预处理,18,V3,0.0,7.547014642035182e-15,7.398016518425298e-17,8.111246939010637e-15,1.5543122344752192e-15,0.0,6,1.289719718440583e-16
VisualCogA_Task-1,4,2053,0.0,V3,18,V3,0.0,85.98799016228672,0.842903587418035,24.794952297119394,11.403328765815628,23.4375,4,1.0762127252162415
VisualCogA_Task-1,4,2053,0.0,V4,18,V3,0.0,29.92511819551607,0.2933431684273991,9.55443742204437,4.097702206700723,34.375,5,0.38034023238344145
VisualCogA_Task-1,4,2053,0.0,V5,18,V3,0.0,85.98799016228672,0.842903587418035,24.794952297119394,11.403328765815628,23.4375,4,1.0762127252162415
VisualCogA_Task-1,4,2053,0.5,预处理,18,V3,0.0,19.305944191315497,0.18924793551564328,15.134322962983582,3.1569117592838563,22.786458333333332,6,0.2943714508963772
VisualCogA_Task-1,4,2053,0.5,V3,18,V3,0.0,88.32037747728083,0.8657669853337954,27.26452069890212,10.698575184254166,78.90625,5,1.1042717871966157
VisualCogA_Task-1,4,2053,0.5,V4,18,V3,0.0,36.09981972649185,0.3538711335754649,14.320159572475335,5.303969421997017,57.8125,5,0.47605089113867555
VisualCogA_Task-1,4,2053,0.5,V5,18,V3,0.0,88.32037747728083,0.8657669853337954,27.26452069890212,10.698575184254166,78.90625,5,1.1042717871966157
VisualCogA_Task-1,4,2053,1.0,预处理,18,V3,0.0,38.59216837316548,0.37830256419051694,29.459520222643324,5.583676740346882,32.2265625,4,0.577426520486576
VisualCogA_Task-1,4,2053,1.0,V3,18,V3,0.0,88.2895969666059,0.8654652571177796,24.855815097145864,10.374883586905154,137.5,5,1.0889912915670479
VisualCogA_Task-1,4,2053,1.0,V4,18,V3,0.0,44.70461067074295,0.4382202286316784,22.66028327369901,5.825112337132051,68.75,5,0.6063858653728734
VisualCogA_Task-1,4,2053,1.0,V5,18,V3,0.0,88.2895969666059,0.8654652571177796,24.855815097145864,10.374883586905154,137.5,5,1.0889912915670479
VisualCogA_Task-1,4,2053,2.0,预处理,18,V3,0.0,77.08684812384944,0.755649489000848,57.8114319617147,9.733558980694712,43.9453125,4,1.1344138189829265
VisualCogA_Task-1,4,2053,2.0,V3,18,V3,0.0,93.97108576295287,0.9211584682194457,32.603937380913884,12.008201582803588,82.03125,5,1.1986709910579272
VisualCogA_Task-1,4,2053,2.0,V4,18,V3,0.0,65.16865539704705,0.6388205296775579,40.797643233026086,9.214935893085318,92.96875,5,0.929111562118924
VisualCogA_Task-1,4,2053,2.0,V5,18,V3,0.0,93.97108576295287,0.9211584682194457,32.603937380913884,12.008201582803588,82.03125,5,1.1986709910579272
VisualCogA_Task-1,5,2027,0.0,预处理,18,V3,0.0,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
VisualCogA_Task-1,5,2027,0.0,V3,18,V3,0.0,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2027,0.0,V4,18,V3,0.0,129.91398712232072,0.9694415950239712,91.47458256214946,19.74911235292881,26.3671875,4,1.4581129459506221
VisualCogA_Task-1,5,2027,0.0,V5,18,V3,0.0,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2027,0.5,预处理,18,V3,0.0,17.582545462870677,0.13120412432618095,13.281661363002323,3.7471294141192026,21.484375,4,0.2087209554789471
VisualCogA_Task-1,5,2027,0.5,V3,18,V3,0.0,130.3108269617991,0.9724028854552376,99.72789601328878,22.01329658612382,10.7421875,4,1.5087638438663844
VisualCogA_Task-1,5,2027,0.5,V4,18,V3,0.0,130.4993511011991,0.973809686573799,99.90107035742798,22.079415659287232,10.7421875,4,1.51131016651937
VisualCogA_Task-1,5,2027,0.5,V5,18,V3,0.0,130.3108269617991,0.9724028854552376,99.72789601328878,22.01329658612382,10.7421875,4,1.5087638438663844
VisualCogA_Task-1,5,2027,1.0,预处理,18,V3,0.0,35.19958298110215,0.26266563458828224,26.9939570085596,7.291808030724876,30.2734375,4,0.41779530787074576
VisualCogA_Task-1,5,2027,1.0,V3,18,V3,0.0,132.1330310279542,0.9860005007350248,101.45426384062446,23.429543828842867,38.0859375,4,1.5393709854099942
VisualCogA_Task-1,5,2027,1.0,V4,18,V3,0.0,132.38328928190313,0.9878679729468333,101.99734768259786,23.62083395255891,38.0859375,4,1.5446921937866576
VisualCogA_Task-1,5,2027,1.0,V5,18,V3,0.0,132.1330310279542,0.9860005007350248,101.45426384062446,23.429543828842867,38.0859375,4,1.5393709854099942
VisualCogA_Task-1,5,2027,2.0,预处理,18,V3,0.0,70.67409167638057,0.5273828144240612,53.79910543444657,14.379907799798042,47.8515625,4,0.8354175913697581
VisualCogA_Task-1,5,2027,2.0,V3,18,V3,0.0,132.4372460189168,0.9882706078466733,105.22897569399302,25.557368559207372,56.640625,4,1.5716030945100339
VisualCogA_Task-1,5,2027,2.0,V4,18,V3,0.0,132.64126333315517,0.9897930218292534,105.68941850664275,25.720248478832215,56.640625,4,1.576058901461886
VisualCogA_Task-1,5,2027,2.0,V5,18,V3,0.0,132.4372460189168,0.9882706078466733,105.22897569399302,25.557368559207372,56.640625,4,1.5716030945100339
VisualCogA_Task-1,5,2039,0.0,预处理,18,V3,0.0,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
VisualCogA_Task-1,5,2039,0.0,V3,18,V3,0.0,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2039,0.0,V4,18,V3,0.0,129.91398712232072,0.9694415950239712,91.47458256214946,19.74911235292881,26.3671875,4,1.4581129459506221
VisualCogA_Task-1,5,2039,0.0,V5,18,V3,0.0,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2039,0.5,预处理,18,V3,0.0,17.12075531362264,0.12775816297305997,16.404454116222475,4.218998964710658,33.854166666666664,3,0.2204475910665868
VisualCogA_Task-1,5,2039,0.5,V3,18,V3,0.0,131.80393559137974,0.9835447312523481,99.06729063912879,21.886986340787505,80.72916666666667,3,1.5164983616358094
VisualCogA_Task-1,5,2039,0.5,V4,18,V3,0.0,131.80668809366645,0.9835652709206798,98.96399613527367,21.94046456039236,80.72916666666667,3,1.5165325643150676
VisualCogA_Task-1,5,2039,0.5,V5,18,V3,0.0,131.80393559137974,0.9835447312523481,99.06729063912879,21.886986340787505,80.72916666666667,3,1.5164983616358094
VisualCogA_Task-1,5,2039,1.0,预处理,18,V3,0.0,34.228333977780615,0.2554179994121027,32.604051018041936,8.308194289915482,33.854166666666664,3,0.4390638967034219
VisualCogA_Task-1,5,2039,1.0,V3,18,V3,0.0,134.63010205637775,1.0046340949638264,105.37469850331001,24.36654806123113,89.84375,3,1.5796241693080495
VisualCogA_Task-1,5,2039,1.0,V4,18,V3,0.0,134.73688717207898,1.0054309447502374,105.10150401391303,24.381764886894672,89.84375,3,1.5795152565230821
VisualCogA_Task-1,5,2039,1.0,V5,18,V3,0.0,134.63010205637775,1.0046340949638264,105.37469850331001,24.36654806123113,89.84375,3,1.5796241693080495
VisualCogA_Task-1,5,2039,2.0,预处理,18,V3,0.0,66.8841591977436,0.4991016549545762,62.62315832101555,15.820691212744656,41.666666666666664,3,0.8508111542922074
VisualCogA_Task-1,5,2039,2.0,V3,18,V3,0.0,136.87618843602806,1.0213947964916736,105.19781606944339,23.85659789683547,11.71875,3,1.5919195664601795
VisualCogA_Task-1,5,2039,2.0,V4,18,V3,0.0,138.3917945873836,1.032704522852507,105.76611709572026,23.926669162965368,11.71875,3,1.6058725596030785
VisualCogA_Task-1,5,2039,2.0,V5,18,V3,0.0,136.87618843602806,1.0213947964916736,105.19781606944339,23.85659789683547,11.71875,3,1.5919195664601795
VisualCogA_Task-1,5,2053,0.0,预处理,18,V3,0.0,4.996836968632062e-15,3.728729837522732e-17,8.6069801417839e-15,0.0,0.0,4,6.940071719107182e-17
VisualCogA_Task-1,5,2053,0.0,V3,18,V3,0.0,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2053,0.0,V4,18,V3,0.0,129.91398712232072,0.9694415950239712,91.47458256214946,19.74911235292881,26.3671875,4,1.4581129459506221
VisualCogA_Task-1,5,2053,0.0,V5,18,V3,0.0,129.73599103027578,0.9681133560929499,91.39834732347194,19.760035113208513,26.3671875,4,1.4565817740781475
VisualCogA_Task-1,5,2053,0.5,预处理,18,V3,0.0,16.2652369122755,0.12137413041470711,12.765005036151212,3.723266092061516,36.1328125,4,0.1967851978244863
VisualCogA_Task-1,5,2053,0.5,V3,18,V3,0.0,130.48585371512328,0.9737089666453614,93.60845941176112,21.010279928072745,9.765625,4,1.479753064294435
VisualCogA_Task-1,5,2053,0.5,V4,18,V3,0.0,130.65649258176907,0.9749823046339678,93.79733797173455,20.89838336776522,9.765625,4,1.4808961329097903
VisualCogA_Task-1,5,2053,0.5,V5,18,V3,0.0,130.48585371512328,0.9737089666453614,93.60845941176112,21.010279928072745,9.765625,4,1.479753064294435
VisualCogA_Task-1,5,2053,1.0,预处理,18,V3,0.0,32.52490988034479,0.24270674167458434,26.126829449010025,8.282620444620983,54.6875,4,0.40199470473518284
VisualCogA_Task-1,5,2053,1.0,V3,18,V3,0.0,130.98605309393005,0.977441544594523,92.1950850062686,22.093218983764746,83.0078125,4,1.4862933014074018
VisualCogA_Task-1,5,2053,1.0,V4,18,V3,0.0,131.20051500800278,0.9790418980641983,91.97681258618253,21.884805160082603,83.0078125,4,1.4855240392720646
VisualCogA_Task-1,5,2053,1.0,V5,18,V3,0.0,130.98605309393005,0.977441544594523,92.1950850062686,22.093218983764746,83.0078125,4,1.4862933014074018
VisualCogA_Task-1,5,2053,2.0,预处理,18,V3,0.0,64.97329316211297,0.48484242807306505,52.68361055000571,17.405118681965938,54.6875,4,0.8112898620841921
VisualCogA_Task-1,5,2053,2.0,V3,18,V3,0.0,132.8969987566085,0.9917013656674215,94.80181433223727,24.833741045343242,24.4140625,4,1.530729334320102
VisualCogA_Task-1,5,2053,2.0,V4,18,V3,0.0,133.1459928668268,0.9935594046107904,94.26986608829361,24.563082740412725,24.4140625,4,1.5285829253406469
VisualCogA_Task-1,5,2053,2.0,V5,18,V3,0.0,132.8969987566085,0.9917013656674215,94.80181433223727,24.833741045343242,24.4140625,4,1.530729334320102
VisualCogA_Task-2,1,2027,0.0,预处理,19,V4,0.1,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
VisualCogA_Task-2,1,2027,0.0,V3,19,V4,0.1,97.89216738867611,0.7146050070543637,32.392112501960895,22.310584670359106,39.713541666666664,6,0.9957004117355027
VisualCogA_Task-2,1,2027,0.0,V4,19,V4,0.1,42.823711529874046,0.3126096754850239,15.466878638030483,10.276488137109618,0.0,6,0.4440807081544001
VisualCogA_Task-2,1,2027,0.0,V5,19,V4,0.1,49.39065090692498,0.36054780868857894,12.65888470667826,14.835540776599414,0.0,6,0.5150504959038259
VisualCogA_Task-2,1,2027,0.5,预处理,19,V4,0.1,33.63158275878201,0.24550786927789423,21.74067826552665,11.339398221795557,67.70833333333333,6,0.4076371789285257
VisualCogA_Task-2,1,2027,0.5,V3,19,V4,0.1,103.94758636229307,0.7588090821483149,31.908157354302453,19.372151636333182,46.223958333333336,6,1.016687743289204
VisualCogA_Task-2,1,2027,0.5,V4,19,V4,0.1,52.709947950518,0.3847784121221965,26.80275199767759,9.68674099163705,66.40625,6,0.5533198229926184
VisualCogA_Task-2,1,2027,0.5,V5,19,V4,0.1,57.56382549022589,0.42021133066952054,25.936969979281685,9.66502862648341,55.338541666666664,6,0.5854341731988655
VisualCogA_Task-2,1,2027,1.0,预处理,19,V4,0.1,67.00747377655105,0.4891492092586605,43.377451006453924,20.512362718966816,102.21354166666667,6,0.7972137843025991
VisualCogA_Task-2,1,2027,1.0,V3,19,V4,0.1,106.74000518382793,0.7791935166224104,32.290738239182176,16.575780390801146,73.56770833333333,6,1.0180552958683522
VisualCogA_Task-2,1,2027,1.0,V4,19,V4,0.1,69.21591667799595,0.5052706661357993,40.42785596646243,13.211267946326037,84.63541666666667,6,0.7492719280365322
VisualCogA_Task-2,1,2027,1.0,V5,19,V4,0.1,73.42608900473601,0.5360045880164399,40.476672769242825,13.715876491177932,84.63541666666667,6,0.7838676313925
VisualCogA_Task-2,1,2027,2.0,预处理,19,V4,0.1,134.18814087808283,0.9795627159633896,86.86885620457959,38.366361544827576,119.79166666666667,6,1.576701950103922
VisualCogA_Task-2,1,2027,2.0,V3,19,V4,0.1,110.42843729905867,0.8061187766103601,30.21465023359766,21.657615687555033,61.197916666666664,6,1.0744999094801149
VisualCogA_Task-2,1,2027,2.0,V4,19,V4,0.1,97.52543654921422,0.7119279012029814,68.483089119816,23.162679606160093,78.77604166666667,6,1.1309741549473702
VisualCogA_Task-2,1,2027,2.0,V5,19,V4,0.1,103.0842540359806,0.7525068250873874,69.58220907737308,28.08316454456754,79.42708333333333,6,1.2114839700450968
VisualCogA_Task-2,1,2039,0.0,预处理,19,V4,0.1,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
VisualCogA_Task-2,1,2039,0.0,V3,19,V4,0.1,97.89216738867611,0.7146050070543637,32.392112501960895,22.310584670359106,39.713541666666664,6,0.9957004117355027
VisualCogA_Task-2,1,2039,0.0,V4,19,V4,0.1,42.823711529874046,0.3126096754850239,15.466878638030483,10.276488137109618,0.0,6,0.4440807081544001
VisualCogA_Task-2,1,2039,0.0,V5,19,V4,0.1,49.39065090692498,0.36054780868857894,12.65888470667826,14.835540776599414,0.0,6,0.5150504959038259
VisualCogA_Task-2,1,2039,0.5,预处理,19,V4,0.1,37.77965323789332,0.2757884526285314,35.66699895105089,13.851476033160877,79.42708333333333,6,0.5070862443813916
VisualCogA_Task-2,1,2039,0.5,V3,19,V4,0.1,101.79239407140294,0.7430763504771474,47.011942811714896,25.073400338985845,31.901041666666668,6,1.097701886048199
VisualCogA_Task-2,1,2039,0.5,V4,19,V4,0.1,53.70944829659115,0.3920746848568735,26.028903216429388,12.855707902473592,27.994791666666668,6,0.5809247840300934
VisualCogA_Task-2,1,2039,0.5,V5,19,V4,0.1,56.63191017522586,0.4134084232662598,27.137790454621047,12.04202677619802,27.994791666666668,6,0.6003661093323982
VisualCogA_Task-2,1,2039,1.0,预处理,19,V4,0.1,75.91357577522187,0.5541630428610745,72.03559643706471,22.444783145036492,56.25,5,0.9809352196569286
VisualCogA_Task-2,1,2039,1.0,V3,19,V4,0.1,107.64361671097109,0.7857898086338511,43.4678986158984,21.203682895517122,22.786458333333332,6,1.0992310959416352
VisualCogA_Task-2,1,2039,1.0,V4,19,V4,0.1,75.05504340496122,0.5478958250961374,52.494102431360226,17.36654351273411,56.25,5,0.8662715848729085
VisualCogA_Task-2,1,2039,1.0,V5,19,V4,0.1,77.25539632075323,0.5639582257238461,58.00908719349973,17.713809826985695,56.25,5,0.9049984761187793
VisualCogA_Task-2,1,2039,2.0,预处理,19,V4,0.1,151.92959912937386,1.1090739448697904,142.86132574041608,36.20569958462469,56.25,5,1.89481079801295
VisualCogA_Task-2,1,2039,2.0,V3,19,V4,0.1,114.95755117138799,0.839180946312206,43.57691690317902,17.935462565621734,56.640625,6,1.1291623985158574
VisualCogA_Task-2,1,2039,2.0,V4,19,V4,0.1,109.8100033543235,0.8016042581843307,92.47359374466257,26.444285310093864,57.03125,5,1.3321703558729472
VisualCogA_Task-2,1,2039,2.0,V5,19,V4,0.1,115.3908381201642,0.8423439064483058,107.42073276536382,28.079071844417864,57.03125,5,1.4394002761289109
VisualCogA_Task-2,1,2053,0.0,预处理,19,V4,0.1,1.3793062589784674e-14,1.0068825578393047e-16,9.271327876054924e-15,3.552713678800501e-15,0.0,6,1.604627586959379e-16
VisualCogA_Task-2,1,2053,0.0,V3,19,V4,0.1,97.89216738867611,0.7146050070543637,32.392112501960895,22.310584670359106,39.713541666666664,6,0.9957004117355027
VisualCogA_Task-2,1,2053,0.0,V4,19,V4,0.1,42.823711529874046,0.3126096754850239,15.466878638030483,10.276488137109618,0.0,6,0.4440807081544001
VisualCogA_Task-2,1,2053,0.0,V5,19,V4,0.1,49.39065090692498,0.36054780868857894,12.65888470667826,14.835540776599414,0.0,6,0.5150504959038259
VisualCogA_Task-2,1,2053,0.5,预处理,19,V4,0.1,36.99318538632343,0.270047300097015,47.67707329557072,16.66764665893464,99.21875,5,0.5657392045648731
VisualCogA_Task-2,1,2053,0.5,V3,19,V4,0.1,104.3660651950022,0.7618639442192797,28.618713015205916,23.72871815796778,130.859375,6,1.0395388526396745
VisualCogA_Task-2,1,2053,0.5,V4,19,V4,0.1,53.51361309187799,0.3906451034962945,34.28087513167956,16.900384409308717,75.0,5,0.6391403863834652
VisualCogA_Task-2,1,2053,0.5,V5,19,V4,0.1,60.20751949355956,0.4395100858436794,35.8479555845348,21.221220774459685,95.3125,5,0.7252669103591037
VisualCogA_Task-2,1,2053,1.0,预处理,19,V4,0.1,74.07574923850055,0.5407470558595409,96.34677106368399,24.439986110770917,134.375,5,1.070818872012965
VisualCogA_Task-2,1,2053,1.0,V3,19,V4,0.1,112.63060147670399,0.8221943993050022,45.47513910897191,16.957097336876604,124.34895833333333,6,1.1119622987253603
VisualCogA_Task-2,1,2053,1.0,V4,19,V4,0.1,74.56206512894084,0.5442971230364061,74.79693981014516,19.299833093699878,124.21875,5,0.9581902086143143
VisualCogA_Task-2,1,2053,1.0,V5,19,V4,0.1,81.80688126572261,0.597183702470047,76.46104356850196,20.606155203602768,128.90625,4,1.0266867474585495
VisualCogA_Task-2,1,2053,2.0,预处理,19,V4,0.1,148.63573743848693,1.0850290174803838,193.15259107053052,37.07636827437692,139.6484375,4,2.060682793592118
VisualCogA_Task-2,1,2053,2.0,V3,19,V4,0.1,119.55903036620985,0.8727713770912119,36.38112443084934,14.366953225955422,111.328125,6,1.1104386406965256
VisualCogA_Task-2,1,2053,2.0,V4,19,V4,0.1,113.52456692796744,0.8287202757325822,128.94359444030684,27.15556192429283,135.9375,5,1.4975926827333896
VisualCogA_Task-2,1,2053,2.0,V5,19,V4,0.1,124.3610506208036,0.9078257415970499,130.28217700882715,26.83310093315315,134.765625,4,1.5792299820496387
VisualCogA_Task-2,2,2027,0.0,预处理,19,V4,0.1,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
VisualCogA_Task-2,2,2027,0.0,V3,19,V4,0.1,142.83060724516952,0.8158775549681401,56.32891324461027,56.796634975641744,47.526041666666664,6,1.3011926356593018
VisualCogA_Task-2,2,2027,0.0,V4,19,V4,0.1,64.6225491325626,0.36913717864114715,50.349220579317354,27.469260358089457,0.6510416666666666,6,0.669849703054197
VisualCogA_Task-2,2,2027,0.0,V5,19,V4,0.1,78.00697540909484,0.4455917509192312,55.48503653797253,31.313472538285648,0.6510416666666666,6,0.7829316132594685
VisualCogA_Task-2,2,2027,0.5,预处理,19,V4,0.1,83.90970294664496,0.47930933431305506,63.211546252131775,27.2520440094117,74.21875,6,0.8155171882279195
VisualCogA_Task-2,2,2027,0.5,V3,19,V4,0.1,149.4391572087166,0.8536269399923778,64.74746859709498,50.449057863264095,105.46875,6,1.32672761825683
VisualCogA_Task-2,2,2027,0.5,V4,19,V4,0.1,88.44449166708802,0.5052129722299715,73.71130022614123,30.578516536141066,58.59375,6,0.8904106834784731
VisualCogA_Task-2,2,2027,0.5,V5,19,V4,0.1,106.6063671332593,0.6089573085089648,76.49132552630337,34.11994018090176,58.59375,6,1.0223243895047387
VisualCogA_Task-2,2,2027,1.0,预处理,19,V4,0.1,167.9229341836189,0.9592100433322238,126.28689230539139,53.8793854146929,87.23958333333333,6,1.6276683208410767
VisualCogA_Task-2,2,2027,1.0,V3,19,V4,0.1,144.03358938772317,0.8227492342816102,62.95335803277213,56.48204979671371,85.28645833333333,6,1.325187430031594
VisualCogA_Task-2,2,2027,1.0,V4,19,V4,0.1,118.93824957344677,0.6793995357564091,96.85046876643314,36.70102599004838,85.28645833333333,6,1.165658094173828
VisualCogA_Task-2,2,2027,1.0,V5,19,V4,0.1,143.0420700433562,0.8170854735934185,92.5216277869089,34.33685766038989,85.9375,6,1.2774758091928606
VisualCogA_Task-2,2,2027,2.0,预处理,19,V4,0.1,335.9555108240353,1.9190463867362457,252.63428709896453,105.07532805792773,93.75,6,3.2408073707040095
VisualCogA_Task-2,2,2027,2.0,V3,19,V4,0.1,151.58231438073884,0.8658690907970756,81.07825777254452,55.91461116137844,103.90625,5,1.4168325230432914
VisualCogA_Task-2,2,2027,2.0,V4,19,V4,0.1,203.1436199666824,1.160397782817654,180.33072460424356,68.19024049393413,112.63020833333333,6,2.0649572782693655
VisualCogA_Task-2,2,2027,2.0,V5,19,V4,0.1,242.73452678810298,1.386549116060862,164.4621102711135,54.16752971117133,112.63020833333333,6,2.1656856474546013
VisualCogA_Task-2,2,2039,0.0,预处理,19,V4,0.1,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
VisualCogA_Task-2,2,2039,0.0,V3,19,V4,0.1,142.83060724516952,0.8158775549681401,56.32891324461027,56.796634975641744,47.526041666666664,6,1.3011926356593018
VisualCogA_Task-2,2,2039,0.0,V4,19,V4,0.1,64.6225491325626,0.36913717864114715,50.349220579317354,27.469260358089457,0.6510416666666666,6,0.669849703054197
VisualCogA_Task-2,2,2039,0.0,V5,19,V4,0.1,78.00697540909484,0.4455917509192312,55.48503653797253,31.313472538285648,0.6510416666666666,6,0.7829316132594685
VisualCogA_Task-2,2,2039,0.5,预处理,19,V4,0.1,88.14927457234045,0.5035266319833464,26.166033380883178,5.233406644945043,26.692708333333332,6,0.6081537772070956
VisualCogA_Task-2,2,2039,0.5,V3,19,V4,0.1,153.43921710159836,0.8764760978029903,49.654589933514956,54.69594699143847,55.989583333333336,6,1.3307290724516503
VisualCogA_Task-2,2,2039,0.5,V4,19,V4,0.1,97.39578659497398,0.5563445942290743,41.00737122945154,18.81417052805421,22.786458333333332,6,0.7809362063146925
VisualCogA_Task-2,2,2039,0.5,V5,19,V4,0.1,118.53492994735511,0.677095691806201,39.75833011630727,16.02452750114335,22.786458333333332,6,0.8821849052779706
VisualCogA_Task-2,2,2039,1.0,预处理,19,V4,0.1,175.2616821531572,1.0011304682705335,52.179230479563564,9.386988266433967,30.598958333333332,6,1.203780061978008
VisualCogA_Task-2,2,2039,1.0,V3,19,V4,0.1,157.39753073313418,0.89908679245579,87.2767333082639,55.06765340634905,84.63541666666667,6,1.4629157074260088
VisualCogA_Task-2,2,2039,1.0,V4,19,V4,0.1,144.59613286431045,0.8259625973351852,57.317783095984744,26.177892716452533,29.947916666666668,6,1.1392014915113755
VisualCogA_Task-2,2,2039,1.0,V5,19,V4,0.1,175.82214905984347,1.0043319695333743,50.11370708159281,17.338540199382486,29.296875,6,1.2465031039546945
VisualCogA_Task-2,2,2039,2.0,预处理,19,V4,0.1,349.78364578597507,1.9980355135075907,104.4362569152456,18.152256023968068,32.552083333333336,6,2.4000054997757125
VisualCogA_Task-2,2,2039,2.0,V3,19,V4,0.1,154.83630653155285,0.8844565575249498,74.4658107424959,58.17596283533994,52.734375,6,1.4294514687420694
VisualCogA_Task-2,2,2039,2.0,V4,19,V4,0.1,220.2046338864653,1.2578537734531672,99.37551811521196,33.01058712853111,33.854166666666664,6,1.7302435909272238
VisualCogA_Task-2,2,2039,2.0,V5,19,V4,0.1,270.960436508409,1.547781268283148,81.3966329763766,17.13917402001898,33.854166666666664,6,1.878160808435422
VisualCogA_Task-2,2,2053,0.0,预处理,19,V4,0.1,1.4632948474401463e-14,8.35863856741616e-17,1.677790018170253e-14,1.4210854715202004e-14,0.0,6,2.126810793364932e-16
VisualCogA_Task-2,2,2053,0.0,V3,19,V4,0.1,142.83060724516952,0.8158775549681401,56.32891324461027,56.796634975641744,47.526041666666664,6,1.3011926356593018
VisualCogA_Task-2,2,2053,0.0,V4,19,V4,0.1,64.6225491325626,0.36913717864114715,50.349220579317354,27.469260358089457,0.6510416666666666,6,0.669849703054197
VisualCogA_Task-2,2,2053,0.0,V5,19,V4,0.1,78.00697540909484,0.4455917509192312,55.48503653797253,31.313472538285648,0.6510416666666666,6,0.7829316132594685
VisualCogA_Task-2,2,2053,0.5,预处理,19,V4,0.1,77.70793022503057,0.44388354384579526,31.49545571583464,16.27656565764132,16.276041666666668,6,0.6268128388827292
VisualCogA_Task-2,2,2053,0.5,V3,19,V4,0.1,150.88276598733174,0.8618731277202318,50.25409143443437,63.47964701771463,128.25520833333334,6,1.3680126255261849
VisualCogA_Task-2,2,2053,0.5,V4,19,V4,0.1,83.8456545933211,0.47894347705796475,33.70994156978144,17.518749424846867,0.6510416666666666,6,0.6752931764731656
VisualCogA_Task-2,2,2053,0.5,V5,19,V4,0.1,95.36964176015474,0.5447708417559358,37.05820359921917,19.914898567464864,0.6510416666666666,6,0.7643708114518131
VisualCogA_Task-2,2,2053,1.0,预处理,19,V4,0.1,155.56658246956803,0.8886280426026347,62.480765787757186,32.99084717698481,65.75520833333333,6,1.2555299269645694
VisualCogA_Task-2,2,2053,1.0,V3,19,V4,0.1,152.35883389964349,0.8703047286389107,39.64821851043128,68.64115360639308,124.34895833333333,6,1.3756363501676996
