dataset,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B1,10,0,-1,M0,maintenance,0,363,3359.110226253529,3412.5579671713913,1562.8912442227943,0.05216291007545662
B1,10,0,-1,M0,maintenance,1,363,8914.95944245568,8922.488777141045,5440.830608898684,0.13595380270150945
B1,10,0,-1,M0,maintenance,2,363,32423.781330373866,31898.454596599713,42707.8322277143,0.4727564980659013
B1,11,0,1,M0,encoding,0,205,8903.335588350457,8808.612609852351,8477.947641086597,0.138258009527933
B1,11,0,1,M0,encoding,1,205,14667.826926993508,14718.28914196507,8792.597933896783,0.2236854649720159
B1,11,0,1,M0,encoding,2,205,9283.386276869598,9445.787648911559,4924.907280484118,0.13535685865036984
B1,11,0,1,M0,maintenance,0,362,37524.41697252559,37725.12332579739,27323.158997107792,0.5827087104417208
B1,11,0,1,M0,maintenance,1,362,41077.623942000064,40995.564283093416,29387.1879218269,0.6264368578348964
B1,11,0,1,M0,maintenance,2,362,9043.670701072773,8864.683464567363,15575.74863797671,0.13186167420563036
B1,12,0,-1,M0,encoding,0,205,229.42353784998673,202.87543721977997,159.4670420833874,0.003562669447560645
B1,12,0,-1,M0,encoding,1,205,181.44599482820755,180.86011984316184,695.6994356111825,0.0027670650821332516
B1,12,0,-1,M0,encoding,2,205,149.74345043792036,95.59730499889957,1013.2130146544205,0.002183341557729405
B1,12,0,-1,M0,maintenance,0,363,1832.9203216172723,1870.548901338502,838.7154106823048,0.028463030824277147
B1,12,0,-1,M0,maintenance,1,363,1759.3227891441982,1765.184690213421,540.4920086304743,0.02682980499322319
B1,12,0,-1,M0,maintenance,2,363,672.6100404567671,635.187394504253,1940.7762735288272,0.009807022939438225
B1,13,0,1,M0,encoding,0,205,708.6188218452339,680.4964075427549,622.3953812001444,0.011003991352470462
B1,13,0,1,M0,encoding,1,205,16439.623929891244,16476.594595734015,10719.747383317334,0.25070550266415964
B1,13,0,1,M0,encoding,2,205,3822.0524188981753,3893.613667128689,1646.8243783371493,0.05572761852085232
B1,13,0,1,M0,maintenance,0,363,6768.751983246993,6848.723495108648,3040.739566805253,0.10511051357161776
B1,13,0,1,M0,maintenance,1,363,93174.82981898052,93065.19379869079,75276.3716646438,1.4209231698385683
B1,13,0,1,M0,maintenance,2,363,4405.249884549019,4292.7936152468565,9314.715648390691,0.06423095712694274
B1,15,0,-1,M0,encoding,0,205,295.4878543365457,312.74430897354836,357.57504383315853,0.004588568202877282
B1,15,0,-1,M0,encoding,1,205,219.8852565296674,218.2879450773853,620.0832922102711,0.003353266717158575
B1,15,0,-1,M0,encoding,2,205,794.467966293226,698.0902658507092,2806.6725135046754,0.011583778268899189
B1,15,0,-1,M0,maintenance,0,362,578.0215997724769,552.6197778755476,2121.3562482036964,0.008975974796823357
B1,15,0,-1,M0,maintenance,1,362,1292.9702355095217,1298.1004960237171,354.3468537233949,0.019717893438779895
B1,15,0,-1,M0,maintenance,2,362,703.2207411408668,740.6699318724596,1630.114566819234,0.01025334372822303
B1,16,0,1,M0,encoding,0,205,113.21700581078008,109.88985189408393,123.1051330375447,0.0017581228644904954
B1,16,0,1,M0,encoding,1,205,96.15188966404443,99.29441206086386,838.4185749030182,0.0014663235566175475
B1,16,0,1,M0,encoding,2,205,514.625272072092,556.3416032078823,269.8080872441158,0.007503518450301879
B1,16,0,1,M0,maintenance,0,362,528.9743192197996,516.762736042622,2158.463791855832,0.008214329982396271
B1,16,0,1,M0,maintenance,1,362,2924.0610513382017,2938.9480707766306,6785.835092224329,0.0445921511844027
B1,16,0,1,M0,maintenance,2,362,1318.5949065525556,1343.7863854812615,854.6074124853741,0.019225836247709873
B1,17,0,-1,M0,encoding,0,205,11427.840501200802,11310.459714220711,10952.81933423456,0.17746051075127986
B1,17,0,-1,M0,encoding,1,205,9006.27599101906,8999.235134903685,5128.052191413205,0.13734638694229082
B1,17,0,-1,M0,encoding,2,205,28916.55522939537,29553.52408087031,20796.935026987478,0.42161921976607875
B1,17,0,-1,M0,maintenance,0,362,48870.21366916354,49225.59873564765,38163.751093119055,0.7588951803573613
B1,17,0,-1,M0,maintenance,1,362,125924.53599993596,125976.22114374167,116103.96495111857,1.9203586548116285
B1,17,0,-1,M0,maintenance,2,362,67023.6437601782,66029.31731468657,77590.6702084269,0.9772414509221888
B1,2,0,-1,M1,encoding,0,205,646.8161131908115,1028.0596442798471,1150.1446171810605,0.01004427020108811
B1,2,0,-1,M1,encoding,1,205,1434.9979685871208,2427.5414767490415,861.3043737150209,0.021883827061429748
B1,2,0,-1,M1,encoding,2,205,1587.1911804186143,275.2097722087127,1454.514898301205,0.023142117095172755
B1,2,0,-1,M1,maintenance,0,363,1264.6602105265436,971.5772713016715,3267.8692362465126,0.01963864011431376
