dataset,trial_id,block,prefix_end_s,cognitive_0,cognitive_1,cognitive_2,cognitive_3,cognitive_4,cognitive_5,cognitive_6,cognitive_7,cognitive_8,ordinary_0,ordinary_1,ordinary_2,ordinary_3,ordinary_4,ordinary_5,ordinary_6,ordinary_7,ordinary_8
A2,48,2,2.8203125,-0.002711606224899128,-0.006766705626943701,0.0259306835657387,-0.05404913287000914,-0.035804796346775844,0.003674847099777902,-0.03691939805004145,-0.031087024278125566,0.004356864879708464,30.211416313067932,106.58691576725624,24.121107804286243,122.77591453616446,341.2260330755196,201.85780365283668,132.53735002465015,237.84325521223724,215.10949455164695
A2,49,2,2.8203125,-0.13135729826091236,0.043584194076875214,0.07494649373261811,0.053197239619011266,0.04132384082618598,-0.17648764505136338,0.045881856928544844,0.028139944004013956,-0.20865493282739983,6.717910402019516,110.85391294164114,113.33030297427588,-76.76265560127507,-181.981923889067,-139.3273869215715,-321.22651869926,-414.1279255300395,-470.3468631312089
A2,50,2,2.8203125,0.4547469677985597,-0.02439543002161617,-0.12466668859415078,-0.009011710515193463,-9.591117225571021e-05,0.06967445784351639,-0.007824294288954524,-6.551414533274558e-05,0.0826053955848914,-54.62281892719191,-158.9416623187984,-97.71054358476903,-97.31457391068999,71.62185279077357,-109.86853839555476,26.890443837555544,367.9779716153681,134.24097076221716
A2,51,2,2.81640625,-0.24601783624848292,0.016915650910814636,0.12729352515415995,-0.07439687079718317,-0.03669702720129106,-0.09908592630085518,-0.05071047858547332,-0.031805237780111066,-0.11742567558791696,188.84778354823226,425.77018508747307,439.2563463047482,280.10114745171614,194.3001613697195,469.22953497980393,153.3820455153437,-71.64643525599303,210.50805828740314
A2,52,2,2.81640625,0.31871850807570495,0.03531762908023957,-0.050978131014070935,0.228957903376847,0.10466432998427727,0.004102638696287401,0.19843734258343596,0.0713414180927028,0.004861993409053098,-28.76963169793076,-351.0037059748327,-175.39022758007536,-467.59066472612926,-682.0973820977734,-711.4322170887,-616.4859684925608,-514.030712981891,-870.6480009258727
A2,53,2,2.8203125,0.09250915849645859,0.004570588833510721,-0.021252744396535475,0.03060722518067832,0.029393468315232006,0.11368064190821171,0.02657430426534128,0.02007782732446911,0.13477872215759285,10.194352166953044,4.345927766957667,9.018164725071218,-83.46644569485983,-134.95692653262634,-142.51077196832446,-60.785365491741246,88.9948123651946,-109.8535039803145
A2,54,2,2.81640625,-0.023437945779656726,0.03462041891922364,0.07475678384694763,0.12363762492744691,0.06687645377190067,0.04888599975816642,0.08427401668995284,0.05796168453751683,0.05793427747714251,117.06803759622117,-31.61577245508643,134.71785005669798,-109.23763452726,-540.8622292936914,-266.17735963577275,-265.4388101898998,-497.9961650185719,-471.3257886934677
A2,55,2,2.8203125,-0.326481607661907,0.038460925842367606,0.12749148260310425,-0.011555011714290644,0.008560755271235697,-0.23365997657722753,-0.00789289400773167,0.00743275857174258,-0.2770251164475256,135.8813830263305,73.18900936126221,183.78346985842992,275.80068003839045,-297.4888266392648,2.1758948414773145,-4.925305583556073,-571.7203366318276,-338.20682876382364
A2,56,2,2.81640625,-0.13949848349225802,0.035729173902599866,0.09207565729029493,0.04809644430554852,0.03495515688635699,0.017631490548440168,0.041685089070703,0.023826173275080686,0.02089489160131806,79.34980883812425,218.9868924992914,138.23632405845927,-48.718202785303106,-2.9720540625225262,-45.34824081922542,-172.45724574430383,-235.00906833855032,-233.61462012043745
A2,57,2,2.8203125,0.02525937137355905,0.0015464016477047121,-0.05674832059589732,0.0014343075110880947,0.015750498737063818,-0.03623068986305679,0.0012453178615414316,0.010758709742094622,-0.04295477225202152,-42.857110154204875,-110.90137813019489,-94.09145531245989,-51.81339175818062,-152.65335849086983,-80.42549375350954,-33.09351356026368,-119.89406764188503,-65.0920815355741
