dataset,fold,seed,level,stage,n,candidate,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,2,2053,2.0,V4,18,中位数基线,93.20848558130567,0.9630457275596318,13.845842057622932,6.340139947618119,41.015625,2,1.1000819011231595
VisualCogA_Task-1,3,2027,0.0,预处理,18,保守双分量,9.215541987798065e-15,5.821060833239412e-17,1.0067897405123407e-14,2.3754146797709077e-15,0.0,4,1.0501236458421508e-16
VisualCogA_Task-1,3,2027,0.0,V3,18,保守双分量,152.46164194921238,0.9630345059433504,90.36140609668499,16.58389317044316,19.53125,4,1.353174849730039
VisualCogA_Task-1,3,2027,0.0,V4,18,保守双分量,75.23562141366422,0.47523100611486874,43.70899474290033,8.102519228187676,19.53125,4,0.6644565733574103
VisualCogA_Task-1,3,2027,0.5,预处理,18,保守双分量,19.29168346364978,0.12185725285196855,18.45308697460036,3.684649891235985,72.91666666666667,3,0.20341169879306362
VisualCogA_Task-1,3,2027,0.5,V3,18,保守双分量,153.1956110866766,0.9676706727630084,90.4998513742658,16.45085089684029,26.041666666666668,3,1.3574078954125026
VisualCogA_Task-1,3,2027,0.5,V4,18,保守双分量,76.43396633564397,0.48280043469463524,45.96788842223532,8.791186935539947,101.5625,3,0.6835102482180928
VisualCogA_Task-1,3,2027,1.0,预处理,18,保守双分量,38.71624483190911,0.24455383817852158,36.65884979717842,6.9119783925745395,113.28125,4,0.403992907816249
VisualCogA_Task-1,3,2027,1.0,V3,18,保守双分量,153.4444394522932,0.9692424143439243,93.27954775492732,17.3975642796938,20.5078125,4,1.3737386897720008
VisualCogA_Task-1,3,2027,1.0,V4,18,保守双分量,77.91752040941934,0.4921714066073897,53.28340710745702,10.13540275924427,91.796875,4,0.7244765422161092
