dataset,setting,trial_id,block,cue,model,stage,channel,n_samples,MSE,zero_MSE,baseline_MSE,normalized_MSE
B2,stimulus,9,0,1,N0,retrieval,1,252,13041.029537777871,10265.01092593173,98027.04957799206,0.06289669496423474
B2,stimulus,9,0,1,N0,retrieval,2,252,14352.440941441833,12365.022825201191,95074.75390074664,0.07357223519097929
B2,stimulus,10,0,-1,N0,encoding,0,205,73803.53371596188,76110.53253551779,81210.65549616882,0.6386635047302667
B2,stimulus,10,0,-1,N0,encoding,1,205,373375.5073218003,367533.3324656216,426046.6938348318,1.8007846177409426
B2,stimulus,10,0,-1,N0,encoding,2,205,991344.3645165588,988356.0362858989,1009177.0879116884,5.0817433103568765
B2,stimulus,10,0,-1,N0,maintenance,0,362,58645.51255562961,56968.49245968803,99638.64898451697,0.5074926185733668
B2,stimulus,10,0,-1,N0,maintenance,1,362,260426.41593096286,265487.33198604087,431893.43853334786,1.2560327998635725
B2,stimulus,10,0,-1,N0,maintenance,2,362,1690822.162168439,1694990.7062644074,1968027.6650419943,8.667345595687898
B2,stimulus,10,0,-1,N0,retrieval,0,290,116846.5031584557,118820.47337021225,17694.12326932905,1.0111385385672371
B2,stimulus,10,0,-1,N0,retrieval,1,290,50051.882484234,46775.28997013785,187196.10940485305,0.24139949809001124
B2,stimulus,10,0,-1,N0,retrieval,2,290,1040746.584973184,1027853.4467295856,1500593.8274722714,5.3349846786524004
B2,stimulus,11,0,1,N0,encoding,0,205,57048.04096641851,52846.704452808444,48903.866658070736,0.4936687980528066
B2,stimulus,11,0,1,N0,encoding,1,205,7234.067168830333,9015.605501657355,20352.307586121806,0.03488980028383834
B2,stimulus,11,0,1,N0,encoding,2,205,6421.758350691444,7706.16813108248,9706.846023510083,0.03291865945621115
B2,stimulus,11,0,1,N0,maintenance,0,362,641101.7270892804,653761.1481900706,462143.28775136394,5.547813977136344
B2,stimulus,11,0,1,N0,maintenance,1,362,139459.54513620457,144033.67475424957,65575.49826483616,0.6726113490405771
B2,stimulus,11,0,1,N0,maintenance,2,362,95884.6539882778,99069.3676782208,56648.6445743053,0.4915155786540767
B2,stimulus,11,0,1,N0,retrieval,0,330,960882.9939840374,963665.9360763702,581154.8786034319,8.315061212859423
B2,stimulus,11,0,1,N0,retrieval,1,330,235340.75844092006,237181.72703093558,73407.52260231315,1.1350450402271242
B2,stimulus,11,0,1,N0,retrieval,2,330,284518.9219032646,285301.54831723165,104512.40422859644,1.4584761661069738
B2,stimulus,12,0,1,N0,encoding,0,205,65985.25448146326,61291.14961779175,56925.491070996344,0.5710075353551194
B2,stimulus,12,0,1,N0,encoding,1,205,45434.07039067417,41267.03105552872,24785.716321856646,0.21912785781733096
B2,stimulus,12,0,1,N0,encoding,2,205,91585.29190198198,86134.38656316932,80198.61561493544,0.46947656244249997
B2,stimulus,12,0,1,N0,maintenance,0,363,263987.4872591896,273168.7698142697,152184.46672564652,2.284432266709024
B2,stimulus,12,0,1,N0,maintenance,1,363,70055.32472885972,75209.38626251563,16242.616519685693,0.3378758078361276
B2,stimulus,12,0,1,N0,maintenance,2,363,315143.3873706518,325135.7166425231,219939.13921753012,1.6154606390030728
B2,stimulus,12,0,1,N0,retrieval,0,365,245769.90587281215,245097.04111816536,76256.15211744717,2.1267852843746753
B2,stimulus,12,0,1,N0,retrieval,1,365,13359.921377391955,12486.162822510198,13110.639415825122,0.06443470564848999
B2,stimulus,12,0,1,N0,retrieval,2,365,255282.3540487545,254125.36442080492,86108.89259188587,1.3086062133132195
B2,stimulus,13,0,1,N0,encoding,0,205,1247.1527107636437,732.4277743976348,614.16041183865,0.010792314149287082
B2,stimulus,13,0,1,N0,encoding,1,205,3491.835812625097,2886.326288481078,1705.1518328315556,0.016841073117398558
B2,stimulus,13,0,1,N0,encoding,2,205,1606.770387344834,1157.728492229477,937.9191670345232,0.008236486693653617
B2,stimulus,13,0,1,N0,maintenance,0,362,25094.002040695315,27842.561613745544,5443.416521356701,0.2171525194538588
B2,stimulus,13,0,1,N0,maintenance,1,362,39941.888064417704,43264.53149586359,25993.792462336245,0.1926391426846931
B2,stimulus,13,0,1,N0,maintenance,2,362,56369.06806196507,60275.4302696095,29498.052740905176,0.28895421690790035
B2,stimulus,13,0,1,N0,retrieval,0,329,52259.179554765484,52593.08931634111,194440.32402931424,0.4522280856798108
B2,stimulus,13,0,1,N0,retrieval,1,329,124962.67405095542,122059.60277814462,318826.0048683023,0.6026931515590522
B2,stimulus,13,0,1,N0,retrieval,2,329,138472.6869876932,136748.6753479252,334136.8135044627,0.7098266515188302
B2,stimulus,15,0,1,N0,encoding,0,205,30935.699290933888,34312.080133130396,37842.79124335984,0.26770401274372047
B2,stimulus,15,0,1,N0,encoding,1,205,11679.587105457187,12065.280511507828,11649.000350541122,0.05633047800038368
B2,stimulus,15,0,1,N0,encoding,2,205,244301.8552104454,253625.522769678,264419.4862383136,1.252318934630629
