dataset,fold,seed,level,stage,n_trials,V7_policy,RMSE,normalized_RMSE,contrast_RMSE,positive_mean_error,latency_error_ms,latency_pairs,objective
VisualCogA_Task-1,3,2039,0.0,V7,18,训练均值保护,18.643477604799838,0.1177628157132482,9.530601297108335,1.8521940598928428,0.9765625,4,0.15956267871915047
VisualCogA_Task-1,3,2039,0.5,未校正,18,训练均值保护,24.257896511551753,0.15322668104288936,26.641921867894386,6.845702623432785,75.1953125,4,0.28061080617238743
VisualCogA_Task-1,3,2039,0.5,V7,18,训练均值保护,26.654369423254774,0.16836416793482076,22.83774910537098,7.074897453429096,76.171875,4,0.28518135788001625
VisualCogA_Task-1,3,2039,1.0,未校正,18,训练均值保护,47.891873291777685,0.30251232995124466,52.672095119680726,14.06510563067342,118.1640625,4,0.5577090083087354
VisualCogA_Task-1,3,2039,1.0,V7,18,训练均值保护,44.266460871969805,0.27961216166030095,46.310565155611165,13.98904860251659,96.6796875,4,0.5142368985416851
VisualCogA_Task-1,3,2039,2.0,未校正,18,训练均值保护,95.45006272669038,0.602916922742317,104.60436054127425,27.825300245471727,117.1875,4,1.1090476952091484
VisualCogA_Task-1,3,2039,2.0,V7,18,训练均值保护,84.19847801516562,0.5318455097284617,92.81116491562,26.535144515581774,117.1875,4,0.9925806563915732
VisualCogA_Task-1,3,2053,0.0,未校正,18,训练均值保护,9.215541987798065e-15,5.821060833239412e-17,1.0067897405123407e-14,2.3754146797709077e-15,0.0,4,1.0501236458421508e-16
VisualCogA_Task-1,3,2053,0.0,V7,18,训练均值保护,18.643477604799838,0.1177628157132482,9.530601297108335,1.8521940598928428,0.9765625,4,0.15956267871915047
VisualCogA_Task-1,3,2053,0.5,未校正,18,训练均值保护,20.390510496359227,0.12879806980129047,9.359594346806627,3.065173882456106,16.6015625,4,0.17771971513428342
VisualCogA_Task-1,3,2053,0.5,V7,18,训练均值保护,27.840792864397926,0.17585829365636793,14.735071856886352,2.5999090726416796,1.953125,4,0.2388183493753983
VisualCogA_Task-1,3,2053,1.0,未校正,18,训练均值保护,40.5534214413121,0.2561584912948541,19.579772175047413,6.436259220120359,48.828125,4,0.35865206036527914
VisualCogA_Task-1,3,2053,1.0,V7,18,训练均值保护,42.9537624233061,0.27132041112030236,22.91542066792625,5.32357779381464,35.15625,4,0.37732057820895915
VisualCogA_Task-1,3,2053,2.0,未校正,18,训练均值保护,81.06672307940605,0.5120635630779098,37.324720085547874,14.126966851985017,113.28125,4,0.7191796141881827
VisualCogA_Task-1,3,2053,2.0,V7,18,训练均值保护,76.35823012943796,0.482322041710058,39.6434420702498,10.426643720969858,79.1015625,4,0.6733879297331172
VisualCogA_Task-1,4,2027,0.0,未校正,18,训练均值保护,7.547014642035182e-15,7.398016518425298e-17,8.111246939010637e-15,1.5543122344752192e-15,0.0,6,1.289719718440583e-16
VisualCogA_Task-1,4,2027,0.0,V7,18,训练均值保护,7.828957494478734,0.0767439306975883,4.9221914807574345,1.5228816051097545,0.6510416666666666,6,0.1157971611588026
