dataset,trial_id,block,model,stage,n_samples,MSE,gap_s,identity
A2,73,3,N2,encoding,205,3078.5051818727843,0.05,frozen_V2_new_scoring_window
A2,73,3,N2,maintenance,362,10872.101283313852,0.05,frozen_V2_new_scoring_window
A2,73,3,N2,retrieval,364,7375.199487009916,0.05,frozen_V2_new_scoring_window
A2,74,3,N2,encoding,205,4585.085791231348,0.05,frozen_V2_new_scoring_window
A2,74,3,N2,maintenance,362,5166.537742619166,0.05,frozen_V2_new_scoring_window
A2,74,3,N2,retrieval,353,3468.532678646378,0.05,frozen_V2_new_scoring_window
A2,75,3,N2,encoding,205,80095.12728336139,0.05,frozen_V2_new_scoring_window
A2,75,3,N2,maintenance,362,221120.5485473244,0.05,frozen_V2_new_scoring_window
A2,75,3,N2,retrieval,315,362120.92212876136,0.05,frozen_V2_new_scoring_window
A2,76,3,N2,encoding,205,802.828814997077,0.05,frozen_V2_new_scoring_window
A2,76,3,N2,maintenance,363,44836.5757022475,0.05,frozen_V2_new_scoring_window
A2,76,3,N2,retrieval,393,144444.47333428945,0.05,frozen_V2_new_scoring_window
A2,77,3,N2,encoding,205,10648.910460200172,0.05,frozen_V2_new_scoring_window
A2,77,3,N2,maintenance,362,20522.4154683152,0.05,frozen_V2_new_scoring_window
A2,77,3,N2,retrieval,312,2186.105858366584,0.05,frozen_V2_new_scoring_window
A2,84,4,N2,encoding,205,5947.141606280497,0.05,frozen_V2_new_scoring_window
A2,84,4,N2,maintenance,362,10024.142081701106,0.05,frozen_V2_new_scoring_window
A2,84,4,N2,retrieval,320,5543.875333606584,0.05,frozen_V2_new_scoring_window
A2,85,4,N2,encoding,205,21065.60567181689,0.05,frozen_V2_new_scoring_window
A2,85,4,N2,maintenance,363,160136.4767360856,0.05,frozen_V2_new_scoring_window
A2,85,4,N2,retrieval,345,488003.78397616866,0.05,frozen_V2_new_scoring_window
A2,87,4,N2,encoding,205,61455.78692276111,0.05,frozen_V2_new_scoring_window
A2,87,4,N2,maintenance,363,51751.863177405095,0.05,frozen_V2_new_scoring_window
A2,87,4,N2,retrieval,330,142263.61754678577,0.05,frozen_V2_new_scoring_window
A2,88,4,N2,encoding,205,212388.48542456122,0.05,frozen_V2_new_scoring_window
A2,88,4,N2,maintenance,362,338779.00588111865,0.05,frozen_V2_new_scoring_window
A2,88,4,N2,retrieval,269,95550.3589660629,0.05,frozen_V2_new_scoring_window
A2,89,4,N2,encoding,205,12331.697060087303,0.05,frozen_V2_new_scoring_window
A2,89,4,N2,maintenance,363,94500.51902499417,0.05,frozen_V2_new_scoring_window
A2,89,4,N2,retrieval,331,129263.33207421821,0.05,frozen_V2_new_scoring_window
A2,90,4,N2,encoding,205,126167.1714156544,0.05,frozen_V2_new_scoring_window
A2,90,4,N2,maintenance,362,132271.5798547828,0.05,frozen_V2_new_scoring_window
A2,90,4,N2,retrieval,440,66601.80511722864,0.05,frozen_V2_new_scoring_window
A2,91,4,N2,encoding,205,5677.91573963843,0.05,frozen_V2_new_scoring_window
A2,91,4,N2,maintenance,362,3645.9687119000932,0.05,frozen_V2_new_scoring_window
A2,91,4,N2,retrieval,331,3396.937476169147,0.05,frozen_V2_new_scoring_window
A2,92,4,N2,encoding,205,68881.09377801478,0.05,frozen_V2_new_scoring_window
A2,92,4,N2,maintenance,363,416834.1734844262,0.05,frozen_V2_new_scoring_window
A2,92,4,N2,retrieval,383,16326.587267911258,0.05,frozen_V2_new_scoring_window
A2,93,4,N2,encoding,205,4618.886199504125,0.05,frozen_V2_new_scoring_window
A2,93,4,N2,maintenance,362,15305.82921523344,0.05,frozen_V2_new_scoring_window
A2,93,4,N2,retrieval,313,20328.466432644418,0.05,frozen_V2_new_scoring_window
A2,94,4,N2,encoding,205,76779.07100087762,0.05,frozen_V2_new_scoring_window
A2,94,4,N2,maintenance,363,97252.44038892505,0.05,frozen_V2_new_scoring_window
A2,94,4,N2,retrieval,359,88857.11868210083,0.05,frozen_V2_new_scoring_window
A2,95,4,N2,encoding,205,23114.382565935826,0.05,frozen_V2_new_scoring_window
A2,95,4,N2,maintenance,362,106404.56301323573,0.05,frozen_V2_new_scoring_window
A2,95,4,N2,retrieval,311,60417.11470933865,0.05,frozen_V2_new_scoring_window
A2,96,4,N2,encoding,205,3260.982316271698,0.05,frozen_V2_new_scoring_window
A2,96,4,N2,maintenance,363,46028.58555357334,0.05,frozen_V2_new_scoring_window
A2,96,4,N2,retrieval,341,51888.62753831808,0.05,frozen_V2_new_scoring_window
A2,97,4,N2,encoding,205,1713.7706114648195,0.05,frozen_V2_new_scoring_window
A2,97,4,N2,maintenance,362,12484.53843442515,0.05,frozen_V2_new_scoring_window
A2,97,4,N2,retrieval,315,22206.07167551918,0.05,frozen_V2_new_scoring_window
A2,98,4,N2,encoding,205,6161.810339908313,0.05,frozen_V2_new_scoring_window
A2,98,4,N2,maintenance,362,63418.476652674704,0.05,frozen_V2_new_scoring_window
A2,98,4,N2,retrieval,323,39996.49701390645,0.05,frozen_V2_new_scoring_window
A2,99,4,N2,encoding,205,60577.993169939604,0.05,frozen_V2_new_scoring_window
A2,99,4,N2,maintenance,362,178509.82803032806,0.05,frozen_V2_new_scoring_window
A2,99,4,N2,retrieval,327,131901.52170697748,0.05,frozen_V2_new_scoring_window
A2,2,0,N3,encoding,205,21437.059916237566,0.05,frozen_V2_new_scoring_window
A2,2,0,N3,maintenance,362,214809.73577981617,0.05,frozen_V2_new_scoring_window
A2,2,0,N3,retrieval,493,140086.6674533932,0.05,frozen_V2_new_scoring_window
A2,3,0,N3,encoding,205,1722.6682409113341,0.05,frozen_V2_new_scoring_window
A2,3,0,N3,maintenance,362,26593.36140031549,0.05,frozen_V2_new_scoring_window
A2,3,0,N3,retrieval,373,31890.11380714278,0.05,frozen_V2_new_scoring_window
A2,4,0,N3,encoding,205,1393.0292369560875,0.05,frozen_V2_new_scoring_window
A2,4,0,N3,maintenance,362,4825.2726418705915,0.05,frozen_V2_new_scoring_window
A2,4,0,N3,retrieval,376,10044.987961956798,0.05,frozen_V2_new_scoring_window
A2,5,0,N3,encoding,205,30755.7914694155,0.05,frozen_V2_new_scoring_window
A2,5,0,N3,maintenance,362,196780.60402854285,0.05,frozen_V2_new_scoring_window
A2,5,0,N3,retrieval,359,119929.45406291953,0.05,frozen_V2_new_scoring_window
A2,6,0,N3,encoding,205,5141.561001330808,0.05,frozen_V2_new_scoring_window
A2,6,0,N3,maintenance,362,19342.47357349163,0.05,frozen_V2_new_scoring_window
A2,6,0,N3,retrieval,331,7566.015595862626,0.05,frozen_V2_new_scoring_window
A2,7,0,N3,encoding,205,3175.1367263469087,0.05,frozen_V2_new_scoring_window
A2,7,0,N3,maintenance,363,15681.51057812202,0.05,frozen_V2_new_scoring_window
A2,7,0,N3,retrieval,325,73861.5375066824,0.05,frozen_V2_new_scoring_window
A2,8,0,N3,encoding,205,1821.4278695739476,0.05,frozen_V2_new_scoring_window
A2,8,0,N3,maintenance,362,10663.876239774834,0.05,frozen_V2_new_scoring_window
A2,8,0,N3,retrieval,329,3207.097024746782,0.05,frozen_V2_new_scoring_window
A2,9,0,N3,encoding,205,21169.369873257223,0.05,frozen_V2_new_scoring_window
A2,9,0,N3,maintenance,363,67678.4658356844,0.05,frozen_V2_new_scoring_window
A2,9,0,N3,retrieval,414,24613.549978658037,0.05,frozen_V2_new_scoring_window
A2,10,0,N3,encoding,205,53706.15485960151,0.05,frozen_V2_new_scoring_window
A2,10,0,N3,maintenance,362,53849.21823581591,0.05,frozen_V2_new_scoring_window
A2,10,0,N3,retrieval,332,33897.18454449005,0.05,frozen_V2_new_scoring_window
A2,11,0,N3,encoding,205,2236.3287532409913,0.05,frozen_V2_new_scoring_window
A2,11,0,N3,maintenance,362,23035.00715844187,0.05,frozen_V2_new_scoring_window
A2,11,0,N3,retrieval,366,108863.39750677903,0.05,frozen_V2_new_scoring_window
A2,12,0,N3,encoding,205,164072.6152429312,0.05,frozen_V2_new_scoring_window
A2,12,0,N3,maintenance,363,412133.55633845273,0.05,frozen_V2_new_scoring_window
A2,12,0,N3,retrieval,346,131710.84479179306,0.05,frozen_V2_new_scoring_window
A2,13,0,N3,encoding,205,5068.601508116144,0.05,frozen_V2_new_scoring_window
A2,13,0,N3,maintenance,362,18238.32318607272,0.05,frozen_V2_new_scoring_window
A2,13,0,N3,retrieval,334,8738.926047079749,0.05,frozen_V2_new_scoring_window
A2,14,0,N3,encoding,205,3331.414694964941,0.05,frozen_V2_new_scoring_window
A2,14,0,N3,maintenance,363,211400.2551551156,0.05,frozen_V2_new_scoring_window
A2,14,0,N3,retrieval,381,519345.29665802605,0.05,frozen_V2_new_scoring_window
A2,15,0,N3,encoding,205,3800.1476629279896,0.05,frozen_V2_new_scoring_window
A2,15,0,N3,maintenance,362,3640.0751898461804,0.05,frozen_V2_new_scoring_window
A2,15,0,N3,retrieval,421,2781.4006612744943,0.05,frozen_V2_new_scoring_window
A2,16,0,N3,encoding,205,5009.336438891906,0.05,frozen_V2_new_scoring_window
A2,16,0,N3,maintenance,363,25375.500521565853,0.05,frozen_V2_new_scoring_window
A2,16,0,N3,retrieval,378,104025.74952019601,0.05,frozen_V2_new_scoring_window
A2,17,0,N3,encoding,205,4213.26587388633,0.05,frozen_V2_new_scoring_window
A2,17,0,N3,maintenance,363,123966.68608460641,0.05,frozen_V2_new_scoring_window
A2,17,0,N3,retrieval,351,317599.84298415546,0.05,frozen_V2_new_scoring_window
A2,24,1,N3,encoding,205,2927.5661272146594,0.05,frozen_V2_new_scoring_window
A2,24,1,N3,maintenance,363,3009.7313106473016,0.05,frozen_V2_new_scoring_window
A2,24,1,N3,retrieval,346,25534.60064778156,0.05,frozen_V2_new_scoring_window
A2,25,1,N3,encoding,205,8982.294521123187,0.05,frozen_V2_new_scoring_window
A2,25,1,N3,maintenance,362,4827.842296141087,0.05,frozen_V2_new_scoring_window
A2,25,1,N3,retrieval,302,5991.243164996686,0.05,frozen_V2_new_scoring_window
A2,26,1,N3,encoding,205,2641.7615034205355,0.05,frozen_V2_new_scoring_window
A2,26,1,N3,maintenance,363,17866.393343985612,0.05,frozen_V2_new_scoring_window
A2,26,1,N3,retrieval,313,796.9613534657991,0.05,frozen_V2_new_scoring_window
A2,27,1,N3,encoding,205,7194.85097578849,0.05,frozen_V2_new_scoring_window
A2,27,1,N3,maintenance,362,32492.560083775792,0.05,frozen_V2_new_scoring_window
A2,27,1,N3,retrieval,344,83492.055860249,0.05,frozen_V2_new_scoring_window
A2,28,1,N3,encoding,205,16649.072462266508,0.05,frozen_V2_new_scoring_window
A2,28,1,N3,maintenance,362,15756.282233518801,0.05,frozen_V2_new_scoring_window
A2,28,1,N3,retrieval,359,4137.735236403559,0.05,frozen_V2_new_scoring_window
A2,29,1,N3,encoding,205,3246.6129886053045,0.05,frozen_V2_new_scoring_window
A2,29,1,N3,maintenance,362,135131.09030659424,0.05,frozen_V2_new_scoring_window
A2,29,1,N3,retrieval,415,309422.2116687449,0.05,frozen_V2_new_scoring_window
A2,32,1,N3,encoding,205,11448.88130878213,0.05,frozen_V2_new_scoring_window
A2,32,1,N3,maintenance,362,27643.559686629378,0.05,frozen_V2_new_scoring_window
A2,32,1,N3,retrieval,287,94266.66389441684,0.05,frozen_V2_new_scoring_window
A2,35,1,N3,encoding,205,9055.357969479839,0.05,frozen_V2_new_scoring_window
A2,35,1,N3,maintenance,362,23274.438081969187,0.05,frozen_V2_new_scoring_window
A2,35,1,N3,retrieval,362,38910.78236730383,0.05,frozen_V2_new_scoring_window
A2,36,1,N3,encoding,205,3547.386880162033,0.05,frozen_V2_new_scoring_window
A2,36,1,N3,maintenance,363,50332.58214601758,0.05,frozen_V2_new_scoring_window
A2,36,1,N3,retrieval,290,132270.9635705437,0.05,frozen_V2_new_scoring_window
A2,37,1,N3,encoding,205,114472.45068785563,0.05,frozen_V2_new_scoring_window
A2,37,1,N3,maintenance,362,502414.4831710593,0.05,frozen_V2_new_scoring_window
A2,37,1,N3,retrieval,332,345869.5020884054,0.05,frozen_V2_new_scoring_window
A2,44,2,N3,encoding,205,9311.705166307229,0.05,frozen_V2_new_scoring_window
A2,44,2,N3,maintenance,363,32919.75559678855,0.05,frozen_V2_new_scoring_window
A2,44,2,N3,retrieval,406,24605.860113624887,0.05,frozen_V2_new_scoring_window
A2,45,2,N3,encoding,205,1127513.5753437541,0.05,frozen_V2_new_scoring_window
A2,45,2,N3,maintenance,363,612283.9788134698,0.05,frozen_V2_new_scoring_window
A2,45,2,N3,retrieval,296,680231.6137096903,0.05,frozen_V2_new_scoring_window
A2,46,2,N3,encoding,205,1284.6902941913947,0.05,frozen_V2_new_scoring_window
A2,46,2,N3,maintenance,363,54656.30522242867,0.05,frozen_V2_new_scoring_window
A2,46,2,N3,retrieval,331,242900.51760582064,0.05,frozen_V2_new_scoring_window
A2,47,2,N3,encoding,205,3027.5620575077264,0.05,frozen_V2_new_scoring_window
A2,47,2,N3,maintenance,362,18962.8246659809,0.05,frozen_V2_new_scoring_window
A2,47,2,N3,retrieval,301,139925.06231729698,0.05,frozen_V2_new_scoring_window
A2,48,2,N3,encoding,205,8567.429137866868,0.05,frozen_V2_new_scoring_window
A2,48,2,N3,maintenance,363,61303.12951039477,0.05,frozen_V2_new_scoring_window
A2,48,2,N3,retrieval,372,23824.50686172233,0.05,frozen_V2_new_scoring_window
A2,49,2,N3,encoding,205,3343.896627380628,0.05,frozen_V2_new_scoring_window
A2,49,2,N3,maintenance,363,31452.05808312094,0.05,frozen_V2_new_scoring_window
A2,49,2,N3,retrieval,370,152099.90241493873,0.05,frozen_V2_new_scoring_window
A2,50,2,N3,encoding,205,40370.68454428387,0.05,frozen_V2_new_scoring_window
A2,50,2,N3,maintenance,363,66283.28981754795,0.05,frozen_V2_new_scoring_window
A2,50,2,N3,retrieval,367,37409.863327063984,0.05,frozen_V2_new_scoring_window
A2,51,2,N3,encoding,205,139795.84748567894,0.05,frozen_V2_new_scoring_window
A2,51,2,N3,maintenance,362,119715.46144447198,0.05,frozen_V2_new_scoring_window
A2,51,2,N3,retrieval,361,17059.970150430556,0.05,frozen_V2_new_scoring_window
A2,52,2,N3,encoding,205,79508.38124192448,0.05,frozen_V2_new_scoring_window
A2,52,2,N3,maintenance,362,408757.4343990256,0.05,frozen_V2_new_scoring_window
A2,52,2,N3,retrieval,284,390531.0149973024,0.05,frozen_V2_new_scoring_window
A2,53,2,N3,encoding,205,2657.303285551876,0.05,frozen_V2_new_scoring_window
A2,53,2,N3,maintenance,363,17998.167055593807,0.05,frozen_V2_new_scoring_window
A2,53,2,N3,retrieval,357,7785.648430514126,0.05,frozen_V2_new_scoring_window
A2,54,2,N3,encoding,205,12319.358591257796,0.05,frozen_V2_new_scoring_window
A2,54,2,N3,maintenance,362,145407.72660186185,0.05,frozen_V2_new_scoring_window
A2,54,2,N3,retrieval,347,179663.04515997545,0.05,frozen_V2_new_scoring_window
A2,55,2,N3,encoding,205,19525.203024895396,0.05,frozen_V2_new_scoring_window
A2,55,2,N3,maintenance,363,74603.96297270784,0.05,frozen_V2_new_scoring_window
A2,55,2,N3,retrieval,312,152364.9155321572,0.05,frozen_V2_new_scoring_window
A2,56,2,N3,encoding,205,20115.705878906527,0.05,frozen_V2_new_scoring_window
A2,56,2,N3,maintenance,362,18112.737289485067,0.05,frozen_V2_new_scoring_window
A2,56,2,N3,retrieval,358,37686.29009720251,0.05,frozen_V2_new_scoring_window
A2,57,2,N3,encoding,205,23024.246519535493,0.05,frozen_V2_new_scoring_window
A2,57,2,N3,maintenance,363,14481.502561327,0.05,frozen_V2_new_scoring_window
A2,57,2,N3,retrieval,360,3741.433883325553,0.05,frozen_V2_new_scoring_window
A2,64,3,N3,encoding,205,43539.82186079353,0.05,frozen_V2_new_scoring_window
A2,64,3,N3,maintenance,363,389906.18554823985,0.05,frozen_V2_new_scoring_window
A2,64,3,N3,retrieval,332,363137.2930253484,0.05,frozen_V2_new_scoring_window
A2,65,3,N3,encoding,205,8400.488619859882,0.05,frozen_V2_new_scoring_window
A2,65,3,N3,maintenance,362,19818.754041149838,0.05,frozen_V2_new_scoring_window
A2,65,3,N3,retrieval,311,3236.658585414049,0.05,frozen_V2_new_scoring_window
A2,66,3,N3,encoding,205,5262.7328648867115,0.05,frozen_V2_new_scoring_window
A2,66,3,N3,maintenance,363,28098.27457466488,0.05,frozen_V2_new_scoring_window
A2,66,3,N3,retrieval,318,133955.04203472065,0.05,frozen_V2_new_scoring_window
A2,67,3,N3,encoding,205,4595.5088449741415,0.05,frozen_V2_new_scoring_window
A2,67,3,N3,maintenance,362,123569.37486111186,0.05,frozen_V2_new_scoring_window
A2,67,3,N3,retrieval,310,375035.55702300515,0.05,frozen_V2_new_scoring_window
A2,69,3,N3,encoding,205,1912.4170784275263,0.05,frozen_V2_new_scoring_window
A2,69,3,N3,maintenance,363,14427.338448096654,0.05,frozen_V2_new_scoring_window
A2,69,3,N3,retrieval,383,40222.417001526286,0.05,frozen_V2_new_scoring_window
A2,70,3,N3,encoding,205,18377.852599490685,0.05,frozen_V2_new_scoring_window
A2,70,3,N3,maintenance,362,263673.9434014762,0.05,frozen_V2_new_scoring_window
A2,70,3,N3,retrieval,329,25334.23165427112,0.05,frozen_V2_new_scoring_window
A2,71,3,N3,encoding,205,11962.98883644153,0.05,frozen_V2_new_scoring_window
A2,71,3,N3,maintenance,363,32568.894127010684,0.05,frozen_V2_new_scoring_window
A2,71,3,N3,retrieval,303,38803.01783658074,0.05,frozen_V2_new_scoring_window
A2,72,3,N3,encoding,205,23277.222667048936,0.05,frozen_V2_new_scoring_window
A2,72,3,N3,maintenance,362,178975.14375659593,0.05,frozen_V2_new_scoring_window
A2,72,3,N3,retrieval,285,324763.6388957863,0.05,frozen_V2_new_scoring_window
A2,73,3,N3,encoding,205,3220.146072111046,0.05,frozen_V2_new_scoring_window
A2,73,3,N3,maintenance,362,7237.474438633687,0.05,frozen_V2_new_scoring_window
A2,73,3,N3,retrieval,364,6871.405026936066,0.05,frozen_V2_new_scoring_window
A2,74,3,N3,encoding,205,8268.940797426842,0.05,frozen_V2_new_scoring_window
A2,74,3,N3,maintenance,362,5673.680113548074,0.05,frozen_V2_new_scoring_window
A2,74,3,N3,retrieval,353,2759.466329947757,0.05,frozen_V2_new_scoring_window
A2,75,3,N3,encoding,205,73289.1298109528,0.05,frozen_V2_new_scoring_window
A2,75,3,N3,maintenance,362,234537.71403222,0.05,frozen_V2_new_scoring_window
A2,75,3,N3,retrieval,315,365260.3781695408,0.05,frozen_V2_new_scoring_window
A2,76,3,N3,encoding,205,904.3704543873673,0.05,frozen_V2_new_scoring_window
A2,76,3,N3,maintenance,363,37831.672781150206,0.05,frozen_V2_new_scoring_window
A2,76,3,N3,retrieval,393,143152.04559121726,0.05,frozen_V2_new_scoring_window
A2,77,3,N3,encoding,205,8556.235849994564,0.05,frozen_V2_new_scoring_window
A2,77,3,N3,maintenance,362,25182.657428295875,0.05,frozen_V2_new_scoring_window
A2,77,3,N3,retrieval,312,2271.866399923904,0.05,frozen_V2_new_scoring_window
A2,84,4,N3,encoding,205,8217.387530206368,0.05,frozen_V2_new_scoring_window
A2,84,4,N3,maintenance,362,12938.95223570775,0.05,frozen_V2_new_scoring_window
A2,84,4,N3,retrieval,320,5439.689376923312,0.05,frozen_V2_new_scoring_window
A2,85,4,N3,encoding,205,17141.822446410668,0.05,frozen_V2_new_scoring_window
A2,85,4,N3,maintenance,363,174022.68316162832,0.05,frozen_V2_new_scoring_window
A2,85,4,N3,retrieval,345,493579.6278154585,0.05,frozen_V2_new_scoring_window
A2,87,4,N3,encoding,205,66974.72469984331,0.05,frozen_V2_new_scoring_window
A2,87,4,N3,maintenance,363,56249.29441271499,0.05,frozen_V2_new_scoring_window
A2,87,4,N3,retrieval,330,142031.1983038268,0.05,frozen_V2_new_scoring_window
A2,88,4,N3,encoding,205,235813.26244311914,0.05,frozen_V2_new_scoring_window
A2,88,4,N3,maintenance,362,325685.2666463756,0.05,frozen_V2_new_scoring_window
A2,88,4,N3,retrieval,269,92839.4950600583,0.05,frozen_V2_new_scoring_window
A2,89,4,N3,encoding,205,10642.001244655736,0.05,frozen_V2_new_scoring_window
A2,89,4,N3,maintenance,363,102804.93925675681,0.05,frozen_V2_new_scoring_window
A2,89,4,N3,retrieval,331,129035.25812435921,0.05,frozen_V2_new_scoring_window
A2,90,4,N3,encoding,205,134372.7750922816,0.05,frozen_V2_new_scoring_window
A2,90,4,N3,maintenance,362,128444.16767715845,0.05,frozen_V2_new_scoring_window
A2,90,4,N3,retrieval,440,66877.09708540665,0.05,frozen_V2_new_scoring_window
A2,91,4,N3,encoding,205,3909.322823551785,0.05,frozen_V2_new_scoring_window
A2,91,4,N3,maintenance,362,3945.980431499313,0.05,frozen_V2_new_scoring_window
A2,91,4,N3,retrieval,331,3368.4650322817665,0.05,frozen_V2_new_scoring_window
A2,92,4,N3,encoding,205,60069.1559347895,0.05,frozen_V2_new_scoring_window
A2,92,4,N3,maintenance,363,427798.3750058892,0.05,frozen_V2_new_scoring_window
A2,92,4,N3,retrieval,383,16755.909613435997,0.05,frozen_V2_new_scoring_window
A2,93,4,N3,encoding,205,6454.3126126157995,0.05,frozen_V2_new_scoring_window
A2,93,4,N3,maintenance,362,20099.396365703313,0.05,frozen_V2_new_scoring_window
A2,93,4,N3,retrieval,313,21063.828826683613,0.05,frozen_V2_new_scoring_window
A2,94,4,N3,encoding,205,70858.15679411312,0.05,frozen_V2_new_scoring_window
A2,94,4,N3,maintenance,363,88340.77706877877,0.05,frozen_V2_new_scoring_window
A2,94,4,N3,retrieval,359,89472.97470281077,0.05,frozen_V2_new_scoring_window
A2,95,4,N3,encoding,205,29639.52744299482,0.05,frozen_V2_new_scoring_window
A2,95,4,N3,maintenance,362,100170.75271639343,0.05,frozen_V2_new_scoring_window
A2,95,4,N3,retrieval,311,61023.26532265107,0.05,frozen_V2_new_scoring_window
A2,96,4,N3,encoding,205,2144.2455750152158,0.05,frozen_V2_new_scoring_window
A2,96,4,N3,maintenance,363,51317.93440609328,0.05,frozen_V2_new_scoring_window
A2,96,4,N3,retrieval,341,51912.791005265884,0.05,frozen_V2_new_scoring_window
A2,97,4,N3,encoding,205,3144.2929316887344,0.05,frozen_V2_new_scoring_window
A2,97,4,N3,maintenance,362,9402.927264397615,0.05,frozen_V2_new_scoring_window
A2,97,4,N3,retrieval,315,22480.769591599175,0.05,frozen_V2_new_scoring_window
A2,98,4,N3,encoding,205,8340.172068253423,0.05,frozen_V2_new_scoring_window
A2,98,4,N3,maintenance,362,56754.421683208966,0.05,frozen_V2_new_scoring_window
A2,98,4,N3,retrieval,323,40262.69179154351,0.05,frozen_V2_new_scoring_window
