dataset,trial_id,block,model,stage,n_samples,MSE,gap_s,identity
B2,91,4,N3,maintenance,362,302543.28879077395,0.05,frozen_V2_new_scoring_window
B2,91,4,N3,retrieval,282,128295.30182666396,0.05,frozen_V2_new_scoring_window
B2,92,4,N3,encoding,205,2776.9195927913984,0.05,frozen_V2_new_scoring_window
B2,92,4,N3,maintenance,363,27715.404909773668,0.05,frozen_V2_new_scoring_window
B2,92,4,N3,retrieval,359,48626.97934689781,0.05,frozen_V2_new_scoring_window
B2,93,4,N3,encoding,205,18919.670491660076,0.05,frozen_V2_new_scoring_window
B2,93,4,N3,maintenance,362,41862.86209517967,0.05,frozen_V2_new_scoring_window
B2,93,4,N3,retrieval,284,14295.42688623923,0.05,frozen_V2_new_scoring_window
B2,94,4,N3,encoding,205,18257.75571839573,0.05,frozen_V2_new_scoring_window
B2,94,4,N3,maintenance,363,21081.071557396288,0.05,frozen_V2_new_scoring_window
B2,94,4,N3,retrieval,391,23744.51968487845,0.05,frozen_V2_new_scoring_window
B2,95,4,N3,encoding,205,3017.065311362562,0.05,frozen_V2_new_scoring_window
B2,95,4,N3,maintenance,362,40982.69287263775,0.05,frozen_V2_new_scoring_window
B2,95,4,N3,retrieval,278,169576.2374283016,0.05,frozen_V2_new_scoring_window
B2,96,4,N3,encoding,205,30329.475870636317,0.05,frozen_V2_new_scoring_window
B2,96,4,N3,maintenance,363,183758.652724612,0.05,frozen_V2_new_scoring_window
B2,96,4,N3,retrieval,423,178751.2024709135,0.05,frozen_V2_new_scoring_window
B2,97,4,N3,encoding,205,47672.047985873905,0.05,frozen_V2_new_scoring_window
B2,97,4,N3,maintenance,363,82406.75475354084,0.05,frozen_V2_new_scoring_window
B2,97,4,N3,retrieval,423,68315.22852230632,0.05,frozen_V2_new_scoring_window
B2,98,4,N3,encoding,205,18452.88931017613,0.05,frozen_V2_new_scoring_window
B2,98,4,N3,maintenance,363,48117.97999949346,0.05,frozen_V2_new_scoring_window
B2,98,4,N3,retrieval,340,74574.47396589875,0.05,frozen_V2_new_scoring_window
B2,99,4,N3,encoding,205,41121.92922073438,0.05,frozen_V2_new_scoring_window
B2,99,4,N3,maintenance,363,275309.1608876184,0.05,frozen_V2_new_scoring_window
B2,99,4,N3,retrieval,312,478527.92545494105,0.05,frozen_V2_new_scoring_window
B2,2,0,N2,encoding,205,261444.23671278168,0.1,frozen_V2_new_scoring_window
B2,2,0,N2,maintenance,362,267455.17213462293,0.1,frozen_V2_new_scoring_window
B2,2,0,N2,retrieval,385,324978.56358802307,0.1,frozen_V2_new_scoring_window
B2,3,0,N2,encoding,205,12843.811560782993,0.1,frozen_V2_new_scoring_window
B2,3,0,N2,maintenance,363,86024.80511673172,0.1,frozen_V2_new_scoring_window
B2,3,0,N2,retrieval,384,163267.65385975767,0.1,frozen_V2_new_scoring_window
B2,4,0,N2,encoding,205,35759.19185149823,0.1,frozen_V2_new_scoring_window
B2,4,0,N2,maintenance,363,157365.79773860032,0.1,frozen_V2_new_scoring_window
B2,4,0,N2,retrieval,248,361778.9587114088,0.1,frozen_V2_new_scoring_window
B2,5,0,N2,encoding,205,31303.787821293467,0.1,frozen_V2_new_scoring_window
B2,5,0,N2,maintenance,363,78107.59802127836,0.1,frozen_V2_new_scoring_window
B2,5,0,N2,retrieval,285,21171.42796758591,0.1,frozen_V2_new_scoring_window
B2,6,0,N2,encoding,205,114525.98365066978,0.1,frozen_V2_new_scoring_window
B2,6,0,N2,maintenance,362,103533.4267904672,0.1,frozen_V2_new_scoring_window
B2,6,0,N2,retrieval,284,25943.946411571415,0.1,frozen_V2_new_scoring_window
B2,7,0,N2,encoding,205,122036.72789325728,0.1,frozen_V2_new_scoring_window
B2,7,0,N2,maintenance,363,242469.9895732182,0.1,frozen_V2_new_scoring_window
B2,7,0,N2,retrieval,297,296727.01583784487,0.1,frozen_V2_new_scoring_window
B2,8,0,N2,encoding,205,8911.316634604533,0.1,frozen_V2_new_scoring_window
B2,8,0,N2,maintenance,362,15091.834252712602,0.1,frozen_V2_new_scoring_window
B2,8,0,N2,retrieval,257,82763.10425125605,0.1,frozen_V2_new_scoring_window
B2,9,0,N2,encoding,205,23623.36394212199,0.1,frozen_V2_new_scoring_window
B2,9,0,N2,maintenance,362,47418.361327263265,0.1,frozen_V2_new_scoring_window
B2,9,0,N2,retrieval,252,97539.86682754404,0.1,frozen_V2_new_scoring_window
B2,10,0,N2,encoding,205,462147.20682688634,0.1,frozen_V2_new_scoring_window
B2,10,0,N2,maintenance,362,666852.3376152525,0.1,frozen_V2_new_scoring_window
B2,10,0,N2,retrieval,290,474435.2687983036,0.1,frozen_V2_new_scoring_window
B2,11,0,N2,encoding,205,36771.182530492166,0.1,frozen_V2_new_scoring_window
B2,11,0,N2,maintenance,362,252809.0698944895,0.1,frozen_V2_new_scoring_window
B2,11,0,N2,retrieval,330,285035.2760478822,0.1,frozen_V2_new_scoring_window
B2,12,0,N2,encoding,205,118753.15051873834,0.1,frozen_V2_new_scoring_window
B2,12,0,N2,maintenance,363,199590.29370124347,0.1,frozen_V2_new_scoring_window
B2,12,0,N2,retrieval,365,83234.74576954792,0.1,frozen_V2_new_scoring_window
B2,13,0,N2,encoding,205,14613.797914641735,0.1,frozen_V2_new_scoring_window
B2,13,0,N2,maintenance,362,46338.605547141844,0.1,frozen_V2_new_scoring_window
B2,13,0,N2,retrieval,329,266492.177092107,0.1,frozen_V2_new_scoring_window
B2,15,0,N2,encoding,205,67479.76203796701,0.1,frozen_V2_new_scoring_window
B2,15,0,N2,maintenance,362,192457.94974185908,0.1,frozen_V2_new_scoring_window
B2,15,0,N2,retrieval,347,313969.43275818176,0.1,frozen_V2_new_scoring_window
B2,17,0,N2,encoding,205,14380.554704219134,0.1,frozen_V2_new_scoring_window
B2,17,0,N2,maintenance,362,19953.288479566483,0.1,frozen_V2_new_scoring_window
B2,17,0,N2,retrieval,304,10407.129420715322,0.1,frozen_V2_new_scoring_window
B2,24,1,N2,encoding,205,41184.26098264674,0.1,frozen_V2_new_scoring_window
B2,24,1,N2,maintenance,362,204026.9596726313,0.1,frozen_V2_new_scoring_window
B2,24,1,N2,retrieval,324,186095.77590252017,0.1,frozen_V2_new_scoring_window
B2,25,1,N2,encoding,205,104346.96003060343,0.1,frozen_V2_new_scoring_window
B2,25,1,N2,maintenance,363,777599.3582653926,0.1,frozen_V2_new_scoring_window
B2,25,1,N2,retrieval,309,680180.0065414968,0.1,frozen_V2_new_scoring_window
B2,26,1,N2,encoding,205,9852.842372320752,0.1,frozen_V2_new_scoring_window
B2,26,1,N2,maintenance,362,180424.14528274574,0.1,frozen_V2_new_scoring_window
B2,26,1,N2,retrieval,315,289310.5689007843,0.1,frozen_V2_new_scoring_window
B2,27,1,N2,encoding,205,18769.040875890652,0.1,frozen_V2_new_scoring_window
B2,27,1,N2,maintenance,363,88392.50446410282,0.1,frozen_V2_new_scoring_window
B2,27,1,N2,retrieval,347,47648.327280782956,0.1,frozen_V2_new_scoring_window
B2,28,1,N2,encoding,205,889.0008559679134,0.1,frozen_V2_new_scoring_window
B2,28,1,N2,maintenance,362,2577.107859533745,0.1,frozen_V2_new_scoring_window
B2,28,1,N2,retrieval,273,7047.751141400317,0.1,frozen_V2_new_scoring_window
B2,29,1,N2,encoding,205,85221.16351014077,0.1,frozen_V2_new_scoring_window
B2,29,1,N2,maintenance,363,837961.952774341,0.1,frozen_V2_new_scoring_window
B2,29,1,N2,retrieval,303,846612.9368161623,0.1,frozen_V2_new_scoring_window
B2,30,1,N2,encoding,205,70211.5415222206,0.1,frozen_V2_new_scoring_window
B2,30,1,N2,maintenance,362,311842.5652428257,0.1,frozen_V2_new_scoring_window
B2,30,1,N2,retrieval,335,418032.3089280398,0.1,frozen_V2_new_scoring_window
B2,31,1,N2,encoding,205,97310.88963263627,0.1,frozen_V2_new_scoring_window
B2,31,1,N2,maintenance,363,314018.5265840405,0.1,frozen_V2_new_scoring_window
B2,31,1,N2,retrieval,321,177274.151236649,0.1,frozen_V2_new_scoring_window
B2,32,1,N2,encoding,205,86400.51980606213,0.1,frozen_V2_new_scoring_window
B2,32,1,N2,maintenance,362,648947.8948690962,0.1,frozen_V2_new_scoring_window
B2,32,1,N2,retrieval,265,1387904.5323391855,0.1,frozen_V2_new_scoring_window
B2,33,1,N2,encoding,205,14815.022867221858,0.1,frozen_V2_new_scoring_window
B2,33,1,N2,maintenance,363,124079.18196106289,0.1,frozen_V2_new_scoring_window
B2,33,1,N2,retrieval,305,22909.983066028544,0.1,frozen_V2_new_scoring_window
B2,34,1,N2,encoding,205,115116.85973989377,0.1,frozen_V2_new_scoring_window
B2,34,1,N2,maintenance,363,266150.63854259555,0.1,frozen_V2_new_scoring_window
B2,34,1,N2,retrieval,318,254224.54458815447,0.1,frozen_V2_new_scoring_window
B2,35,1,N2,encoding,205,60757.016874348876,0.1,frozen_V2_new_scoring_window
B2,35,1,N2,maintenance,363,318615.151703046,0.1,frozen_V2_new_scoring_window
B2,35,1,N2,retrieval,337,288660.4363021493,0.1,frozen_V2_new_scoring_window
B2,36,1,N2,encoding,205,61691.986959159425,0.1,frozen_V2_new_scoring_window
B2,36,1,N2,maintenance,362,102159.90076768368,0.1,frozen_V2_new_scoring_window
B2,36,1,N2,retrieval,300,15467.385860130282,0.1,frozen_V2_new_scoring_window
B2,37,1,N2,encoding,205,7218.387113880174,0.1,frozen_V2_new_scoring_window
B2,37,1,N2,maintenance,363,18213.422590268798,0.1,frozen_V2_new_scoring_window
B2,37,1,N2,retrieval,329,133404.9604132533,0.1,frozen_V2_new_scoring_window
B2,44,2,N2,encoding,205,9469.998597596163,0.1,frozen_V2_new_scoring_window
B2,44,2,N2,maintenance,363,10776.913672007939,0.1,frozen_V2_new_scoring_window
B2,44,2,N2,retrieval,358,79810.1075334993,0.1,frozen_V2_new_scoring_window
B2,45,2,N2,encoding,205,56950.93949795523,0.1,frozen_V2_new_scoring_window
B2,45,2,N2,maintenance,363,18800.490732538303,0.1,frozen_V2_new_scoring_window
B2,45,2,N2,retrieval,301,18370.19172770976,0.1,frozen_V2_new_scoring_window
B2,46,2,N2,encoding,205,24605.293079460003,0.1,frozen_V2_new_scoring_window
B2,46,2,N2,maintenance,362,162794.8890590943,0.1,frozen_V2_new_scoring_window
B2,46,2,N2,retrieval,280,85071.71197363468,0.1,frozen_V2_new_scoring_window
B2,47,2,N2,encoding,205,8959.63779552341,0.1,frozen_V2_new_scoring_window
B2,47,2,N2,maintenance,363,10528.46083363057,0.1,frozen_V2_new_scoring_window
B2,47,2,N2,retrieval,328,46581.95351239847,0.1,frozen_V2_new_scoring_window
B2,48,2,N2,encoding,205,18262.17427833656,0.1,frozen_V2_new_scoring_window
B2,48,2,N2,maintenance,362,138980.16440694183,0.1,frozen_V2_new_scoring_window
B2,48,2,N2,retrieval,373,109011.08469571196,0.1,frozen_V2_new_scoring_window
B2,49,2,N2,encoding,205,83215.44830869953,0.1,frozen_V2_new_scoring_window
B2,49,2,N2,maintenance,362,535599.9035002507,0.1,frozen_V2_new_scoring_window
B2,49,2,N2,retrieval,313,498531.91335830186,0.1,frozen_V2_new_scoring_window
B2,50,2,N2,encoding,205,595418.7780746731,0.1,frozen_V2_new_scoring_window
B2,50,2,N2,maintenance,363,337480.23217312136,0.1,frozen_V2_new_scoring_window
B2,50,2,N2,retrieval,326,102579.18651151432,0.1,frozen_V2_new_scoring_window
B2,51,2,N2,encoding,205,108621.02342339406,0.1,frozen_V2_new_scoring_window
B2,51,2,N2,maintenance,363,733852.8596090969,0.1,frozen_V2_new_scoring_window
B2,51,2,N2,retrieval,330,749783.8666373735,0.1,frozen_V2_new_scoring_window
B2,52,2,N2,encoding,205,3234.836201359152,0.1,frozen_V2_new_scoring_window
B2,52,2,N2,maintenance,362,4287.2657954593205,0.1,frozen_V2_new_scoring_window
B2,52,2,N2,retrieval,323,21909.938718618363,0.1,frozen_V2_new_scoring_window
B2,53,2,N2,encoding,205,121327.0765963598,0.1,frozen_V2_new_scoring_window
B2,53,2,N2,maintenance,363,270046.4234249042,0.1,frozen_V2_new_scoring_window
B2,53,2,N2,retrieval,270,104863.88954724968,0.1,frozen_V2_new_scoring_window
B2,55,2,N2,encoding,205,27751.084484451127,0.1,frozen_V2_new_scoring_window
B2,55,2,N2,maintenance,363,40138.74499250146,0.1,frozen_V2_new_scoring_window
B2,55,2,N2,retrieval,254,31825.987508621605,0.1,frozen_V2_new_scoring_window
B2,56,2,N2,encoding,205,51783.881588103555,0.1,frozen_V2_new_scoring_window
B2,56,2,N2,maintenance,362,451628.0405480521,0.1,frozen_V2_new_scoring_window
B2,56,2,N2,retrieval,279,215463.03004160058,0.1,frozen_V2_new_scoring_window
B2,57,2,N2,encoding,205,270932.8370921107,0.1,frozen_V2_new_scoring_window
B2,57,2,N2,maintenance,363,672900.5131554509,0.1,frozen_V2_new_scoring_window
B2,57,2,N2,retrieval,293,78815.69643916145,0.1,frozen_V2_new_scoring_window
B2,64,3,N2,encoding,205,57240.38872318181,0.1,frozen_V2_new_scoring_window
B2,64,3,N2,maintenance,363,47612.32155149228,0.1,frozen_V2_new_scoring_window
B2,64,3,N2,retrieval,288,35062.76067046108,0.1,frozen_V2_new_scoring_window
B2,65,3,N2,encoding,205,108749.78839683784,0.1,frozen_V2_new_scoring_window
B2,65,3,N2,maintenance,362,196197.08992446348,0.1,frozen_V2_new_scoring_window
B2,65,3,N2,retrieval,282,267335.9362781349,0.1,frozen_V2_new_scoring_window
B2,66,3,N2,encoding,205,112130.10024672926,0.1,frozen_V2_new_scoring_window
B2,66,3,N2,maintenance,363,305471.8271310263,0.1,frozen_V2_new_scoring_window
B2,66,3,N2,retrieval,323,240270.86256400924,0.1,frozen_V2_new_scoring_window
B2,67,3,N2,encoding,205,16343.300529681406,0.1,frozen_V2_new_scoring_window
B2,67,3,N2,maintenance,362,12868.903550911935,0.1,frozen_V2_new_scoring_window
B2,67,3,N2,retrieval,296,62630.22727870541,0.1,frozen_V2_new_scoring_window
B2,68,3,N2,encoding,205,97244.25307848274,0.1,frozen_V2_new_scoring_window
B2,68,3,N2,maintenance,363,66575.99724951334,0.1,frozen_V2_new_scoring_window
B2,68,3,N2,retrieval,332,99011.64963994488,0.1,frozen_V2_new_scoring_window
B2,69,3,N2,encoding,205,100352.1143931225,0.1,frozen_V2_new_scoring_window
B2,69,3,N2,maintenance,362,335983.4794281306,0.1,frozen_V2_new_scoring_window
B2,69,3,N2,retrieval,319,300411.84829350567,0.1,frozen_V2_new_scoring_window
B2,70,3,N2,encoding,205,41889.073922398544,0.1,frozen_V2_new_scoring_window
B2,70,3,N2,maintenance,363,53673.891388613934,0.1,frozen_V2_new_scoring_window
B2,70,3,N2,retrieval,270,17830.240995476997,0.1,frozen_V2_new_scoring_window
B2,71,3,N2,encoding,205,42407.47152608146,0.1,frozen_V2_new_scoring_window
B2,71,3,N2,maintenance,363,146760.5232943271,0.1,frozen_V2_new_scoring_window
B2,71,3,N2,retrieval,352,123199.21215205656,0.1,frozen_V2_new_scoring_window
B2,72,3,N2,encoding,205,57282.410581295095,0.1,frozen_V2_new_scoring_window
B2,72,3,N2,maintenance,363,19847.263126447768,0.1,frozen_V2_new_scoring_window
B2,72,3,N2,retrieval,280,10330.594292562731,0.1,frozen_V2_new_scoring_window
B2,73,3,N2,encoding,205,2918.435741939477,0.1,frozen_V2_new_scoring_window
B2,73,3,N2,maintenance,362,4465.736217104572,0.1,frozen_V2_new_scoring_window
B2,73,3,N2,retrieval,314,4287.3302346986175,0.1,frozen_V2_new_scoring_window
B2,74,3,N2,encoding,205,122736.8803720845,0.1,frozen_V2_new_scoring_window
B2,74,3,N2,maintenance,363,110403.77192294733,0.1,frozen_V2_new_scoring_window
B2,74,3,N2,retrieval,317,69774.52957716714,0.1,frozen_V2_new_scoring_window
B2,75,3,N2,encoding,205,36795.03556149514,0.1,frozen_V2_new_scoring_window
B2,75,3,N2,maintenance,363,50994.471202217996,0.1,frozen_V2_new_scoring_window
B2,75,3,N2,retrieval,359,26975.486215418754,0.1,frozen_V2_new_scoring_window
B2,76,3,N2,encoding,205,19759.686273931035,0.1,frozen_V2_new_scoring_window
B2,76,3,N2,maintenance,362,80978.61809252373,0.1,frozen_V2_new_scoring_window
B2,76,3,N2,retrieval,392,36251.810936091504,0.1,frozen_V2_new_scoring_window
B2,77,3,N2,encoding,205,36678.56666371019,0.1,frozen_V2_new_scoring_window
B2,77,3,N2,maintenance,363,13667.02561852883,0.1,frozen_V2_new_scoring_window
B2,77,3,N2,retrieval,256,5817.114649350887,0.1,frozen_V2_new_scoring_window
B2,84,4,N2,encoding,205,3837.6261823250193,0.1,frozen_V2_new_scoring_window
B2,84,4,N2,maintenance,363,5718.10210780673,0.1,frozen_V2_new_scoring_window
B2,84,4,N2,retrieval,329,14266.361291021758,0.1,frozen_V2_new_scoring_window
B2,85,4,N2,encoding,205,485671.5471254626,0.1,frozen_V2_new_scoring_window
B2,85,4,N2,maintenance,362,565314.4932073859,0.1,frozen_V2_new_scoring_window
B2,85,4,N2,retrieval,374,858852.2524242419,0.1,frozen_V2_new_scoring_window
B2,86,4,N2,encoding,205,13531.767096971325,0.1,frozen_V2_new_scoring_window
B2,86,4,N2,maintenance,363,22664.855150592706,0.1,frozen_V2_new_scoring_window
B2,86,4,N2,retrieval,304,139376.69374836676,0.1,frozen_V2_new_scoring_window
B2,87,4,N2,encoding,205,40596.49346155785,0.1,frozen_V2_new_scoring_window
B2,87,4,N2,maintenance,362,201674.3443802213,0.1,frozen_V2_new_scoring_window
B2,87,4,N2,retrieval,275,453795.72457927547,0.1,frozen_V2_new_scoring_window
B2,88,4,N2,encoding,205,159605.51954703408,0.1,frozen_V2_new_scoring_window
B2,88,4,N2,maintenance,363,198162.8970806506,0.1,frozen_V2_new_scoring_window
B2,88,4,N2,retrieval,277,28297.624708911295,0.1,frozen_V2_new_scoring_window
B2,89,4,N2,encoding,205,46026.45355911828,0.1,frozen_V2_new_scoring_window
B2,89,4,N2,maintenance,362,689018.0010135229,0.1,frozen_V2_new_scoring_window
B2,89,4,N2,retrieval,302,568644.1698356356,0.1,frozen_V2_new_scoring_window
B2,90,4,N2,encoding,205,137647.2234150836,0.1,frozen_V2_new_scoring_window
B2,90,4,N2,maintenance,363,305485.4191835523,0.1,frozen_V2_new_scoring_window
B2,90,4,N2,retrieval,300,144107.33870943318,0.1,frozen_V2_new_scoring_window
B2,91,4,N2,encoding,205,95453.76700371716,0.1,frozen_V2_new_scoring_window
B2,91,4,N2,maintenance,362,237455.4229394927,0.1,frozen_V2_new_scoring_window
B2,91,4,N2,retrieval,269,96596.87224687957,0.1,frozen_V2_new_scoring_window
B2,92,4,N2,encoding,205,11318.411393499631,0.1,frozen_V2_new_scoring_window
B2,92,4,N2,maintenance,363,26346.211919545505,0.1,frozen_V2_new_scoring_window
B2,92,4,N2,retrieval,346,34780.645051802014,0.1,frozen_V2_new_scoring_window
B2,93,4,N2,encoding,205,44702.56987168244,0.1,frozen_V2_new_scoring_window
B2,93,4,N2,maintenance,362,72090.4732666467,0.1,frozen_V2_new_scoring_window
B2,93,4,N2,retrieval,271,36764.40870147611,0.1,frozen_V2_new_scoring_window
B2,94,4,N2,encoding,205,5001.275638034761,0.1,frozen_V2_new_scoring_window
B2,94,4,N2,maintenance,363,37505.06961831649,0.1,frozen_V2_new_scoring_window
B2,94,4,N2,retrieval,378,37227.64043634607,0.1,frozen_V2_new_scoring_window
B2,95,4,N2,encoding,205,5493.555555036638,0.1,frozen_V2_new_scoring_window
B2,95,4,N2,maintenance,362,58346.21088787414,0.1,frozen_V2_new_scoring_window
B2,95,4,N2,retrieval,265,135245.87761842008,0.1,frozen_V2_new_scoring_window
B2,96,4,N2,encoding,205,59319.361114792635,0.1,frozen_V2_new_scoring_window
B2,96,4,N2,maintenance,363,148389.54898335904,0.1,frozen_V2_new_scoring_window
B2,96,4,N2,retrieval,410,121385.49529683376,0.1,frozen_V2_new_scoring_window
B2,97,4,N2,encoding,205,23592.680408305037,0.1,frozen_V2_new_scoring_window
B2,97,4,N2,maintenance,363,43862.476904560586,0.1,frozen_V2_new_scoring_window
B2,97,4,N2,retrieval,410,50013.65974020299,0.1,frozen_V2_new_scoring_window
B2,98,4,N2,encoding,205,6251.716959211946,0.1,frozen_V2_new_scoring_window
B2,98,4,N2,maintenance,363,20522.191316172408,0.1,frozen_V2_new_scoring_window
B2,98,4,N2,retrieval,327,54127.088011109656,0.1,frozen_V2_new_scoring_window
B2,99,4,N2,encoding,205,79953.28884475064,0.1,frozen_V2_new_scoring_window
B2,99,4,N2,maintenance,363,343497.5567682923,0.1,frozen_V2_new_scoring_window
B2,99,4,N2,retrieval,299,613351.4601580823,0.1,frozen_V2_new_scoring_window
B2,2,0,N3,encoding,205,278018.61345619906,0.1,frozen_V2_new_scoring_window
B2,2,0,N3,maintenance,362,286702.7439494202,0.1,frozen_V2_new_scoring_window
B2,2,0,N3,retrieval,385,307390.3389188171,0.1,frozen_V2_new_scoring_window
B2,3,0,N3,encoding,205,18127.260901906582,0.1,frozen_V2_new_scoring_window
B2,3,0,N3,maintenance,363,90382.99175475015,0.1,frozen_V2_new_scoring_window
B2,3,0,N3,retrieval,384,190649.9423686208,0.1,frozen_V2_new_scoring_window
B2,4,0,N3,encoding,205,19725.07929820032,0.1,frozen_V2_new_scoring_window
B2,4,0,N3,maintenance,363,149170.55260843816,0.1,frozen_V2_new_scoring_window
B2,4,0,N3,retrieval,248,358055.42878260673,0.1,frozen_V2_new_scoring_window
B2,5,0,N3,encoding,205,24362.29100643497,0.1,frozen_V2_new_scoring_window
B2,5,0,N3,maintenance,363,71635.85384699017,0.1,frozen_V2_new_scoring_window
B2,5,0,N3,retrieval,285,11405.884115437684,0.1,frozen_V2_new_scoring_window
B2,6,0,N3,encoding,205,147778.6056943736,0.1,frozen_V2_new_scoring_window
B2,6,0,N3,maintenance,362,112700.68947942976,0.1,frozen_V2_new_scoring_window
B2,6,0,N3,retrieval,284,26804.30093859788,0.1,frozen_V2_new_scoring_window
B2,7,0,N3,encoding,205,143469.3702627213,0.1,frozen_V2_new_scoring_window
B2,7,0,N3,maintenance,363,255954.07442879883,0.1,frozen_V2_new_scoring_window
B2,7,0,N3,retrieval,297,295810.33968177676,0.1,frozen_V2_new_scoring_window
B2,8,0,N3,encoding,205,18287.70495445363,0.1,frozen_V2_new_scoring_window
B2,8,0,N3,maintenance,362,15472.405576050998,0.1,frozen_V2_new_scoring_window
B2,8,0,N3,retrieval,257,85548.13208635632,0.1,frozen_V2_new_scoring_window
B2,9,0,N3,encoding,205,11089.729185341832,0.1,frozen_V2_new_scoring_window
B2,9,0,N3,maintenance,362,40678.45524337365,0.1,frozen_V2_new_scoring_window
B2,9,0,N3,retrieval,252,97569.73204587979,0.1,frozen_V2_new_scoring_window
B2,10,0,N3,encoding,205,487300.5228321632,0.1,frozen_V2_new_scoring_window
B2,10,0,N3,maintenance,362,691858.2938581478,0.1,frozen_V2_new_scoring_window
B2,10,0,N3,retrieval,290,497126.63517260057,0.1,frozen_V2_new_scoring_window
B2,11,0,N3,encoding,205,27925.07326793656,0.1,frozen_V2_new_scoring_window
B2,11,0,N3,maintenance,362,268352.42231238144,0.1,frozen_V2_new_scoring_window
B2,11,0,N3,retrieval,330,274998.5639580613,0.1,frozen_V2_new_scoring_window
B2,12,0,N3,encoding,205,87250.35549853928,0.1,frozen_V2_new_scoring_window
B2,12,0,N3,maintenance,363,199807.23859068874,0.1,frozen_V2_new_scoring_window
B2,12,0,N3,retrieval,365,75754.93708977354,0.1,frozen_V2_new_scoring_window
B2,13,0,N3,encoding,205,5337.314941588024,0.1,frozen_V2_new_scoring_window
B2,13,0,N3,maintenance,362,35767.005499885476,0.1,frozen_V2_new_scoring_window
B2,13,0,N3,retrieval,329,270175.89058377605,0.1,frozen_V2_new_scoring_window
B2,15,0,N3,encoding,205,75434.3351423175,0.1,frozen_V2_new_scoring_window
B2,15,0,N3,maintenance,362,202548.39575565088,0.1,frozen_V2_new_scoring_window
B2,15,0,N3,retrieval,347,304697.9587512601,0.1,frozen_V2_new_scoring_window
B2,17,0,N3,encoding,205,20084.15240147901,0.1,frozen_V2_new_scoring_window
B2,17,0,N3,maintenance,362,18623.002590750093,0.1,frozen_V2_new_scoring_window
B2,17,0,N3,retrieval,304,13140.435420168216,0.1,frozen_V2_new_scoring_window
B2,24,1,N3,encoding,205,45326.21332304855,0.1,frozen_V2_new_scoring_window
B2,24,1,N3,maintenance,362,202529.9526047098,0.1,frozen_V2_new_scoring_window
B2,24,1,N3,retrieval,324,180051.6104741958,0.1,frozen_V2_new_scoring_window
B2,25,1,N3,encoding,205,115347.69632555578,0.1,frozen_V2_new_scoring_window
B2,25,1,N3,maintenance,363,776428.2877225333,0.1,frozen_V2_new_scoring_window
B2,25,1,N3,retrieval,309,673860.711983154,0.1,frozen_V2_new_scoring_window
B2,26,1,N3,encoding,205,17300.835479437475,0.1,frozen_V2_new_scoring_window
B2,26,1,N3,maintenance,362,175236.34713630134,0.1,frozen_V2_new_scoring_window
B2,26,1,N3,retrieval,315,243202.9752337431,0.1,frozen_V2_new_scoring_window
B2,27,1,N3,encoding,205,19066.889268035855,0.1,frozen_V2_new_scoring_window
B2,27,1,N3,maintenance,363,94463.84446917029,0.1,frozen_V2_new_scoring_window
B2,27,1,N3,retrieval,347,54658.99373889279,0.1,frozen_V2_new_scoring_window
B2,28,1,N3,encoding,205,1508.4419547146736,0.1,frozen_V2_new_scoring_window
B2,28,1,N3,maintenance,362,5697.2172829928895,0.1,frozen_V2_new_scoring_window
B2,28,1,N3,retrieval,273,10229.666187470028,0.1,frozen_V2_new_scoring_window
B2,29,1,N3,encoding,205,92370.84102909648,0.1,frozen_V2_new_scoring_window
B2,29,1,N3,maintenance,363,828755.965077794,0.1,frozen_V2_new_scoring_window
B2,29,1,N3,retrieval,303,839507.9440864221,0.1,frozen_V2_new_scoring_window
B2,30,1,N3,encoding,205,44229.22185525317,0.1,frozen_V2_new_scoring_window
B2,30,1,N3,maintenance,362,284412.83651321405,0.1,frozen_V2_new_scoring_window
B2,30,1,N3,retrieval,335,349202.791308159,0.1,frozen_V2_new_scoring_window
B2,31,1,N3,encoding,205,69603.82003008701,0.1,frozen_V2_new_scoring_window
B2,31,1,N3,maintenance,363,287013.55575083755,0.1,frozen_V2_new_scoring_window
B2,31,1,N3,retrieval,321,134433.724898273,0.1,frozen_V2_new_scoring_window
B2,32,1,N3,encoding,205,63222.54845894454,0.1,frozen_V2_new_scoring_window
B2,32,1,N3,maintenance,362,619921.694392575,0.1,frozen_V2_new_scoring_window
B2,32,1,N3,retrieval,265,1268703.8614122954,0.1,frozen_V2_new_scoring_window
B2,33,1,N3,encoding,205,27388.210850270545,0.1,frozen_V2_new_scoring_window
B2,33,1,N3,maintenance,363,137893.47609676165,0.1,frozen_V2_new_scoring_window
B2,33,1,N3,retrieval,305,32908.27917475731,0.1,frozen_V2_new_scoring_window
B2,34,1,N3,encoding,205,75726.51398522967,0.1,frozen_V2_new_scoring_window
B2,34,1,N3,maintenance,363,230100.0633047696,0.1,frozen_V2_new_scoring_window
B2,34,1,N3,retrieval,318,197819.36485133623,0.1,frozen_V2_new_scoring_window
B2,35,1,N3,encoding,205,66910.92371013989,0.1,frozen_V2_new_scoring_window
B2,35,1,N3,maintenance,363,314045.4354152181,0.1,frozen_V2_new_scoring_window
B2,35,1,N3,retrieval,337,277767.7311498336,0.1,frozen_V2_new_scoring_window
B2,36,1,N3,encoding,205,89491.46094468718,0.1,frozen_V2_new_scoring_window
B2,36,1,N3,maintenance,362,124600.50210881289,0.1,frozen_V2_new_scoring_window
